Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	brlens[114]	brlens[115]	brlens[116]	brlens[117]	brlens[118]	brlens[119]	brlens[120]	brlens[121]	brlens[122]	brlens[123]	brlens[124]	brlens[125]	brlens[126]	brlens[127]	brlens[128]	brlens[129]	brlens[130]	brlens[131]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
10000	-2350.199	-2370.618	20.41885	1	0.9545989	0.0669968	0.0340839	0.669401	0.0424284	0.31209	0.122974	0.0274186	0.23061	0.00439038	0.0390814	0.0170446	0.0378212	0.0665232	0.0645278	0.129581	0.0288917	0.0633601	0.213613	0.151144	0.199267	0.124848	0.0215312	0.104063	0.0232137	0.241702	0.00279689	0.0728743	0.0546217	0.087591	0.023019	0.00234485	0.0906876	0.0174218	0.0142779	0.123871	0.0514234	0.196088	0.0750327	0.0464169	0.123243	0.0445569	0.0719602	0.187557	0.0140743	0.129147	0.0487397	0.0377035	0.0179097	0.0141541	0.298032	0.0926054	0.233493	0.0688466	0.0664205	0.0461472	0.257107	0.0190066	0.0756862	0.164456	0.119335	0.0685047	0.106379	0.087239	0.179891	0.0406062	0.0808208	0.293175	0.100583	0.0718491	0.0916356	0.0430668	0.0315999	0.00438426	0.0336195	0.0208292	0.0228409	0.0971009	0.051529	0.311927	0.126994	0.0684977	0.058592	0.309253	0.846502	0.291557	0.0197201	0.0571893	0.011587	0.0707787	0.0861064	0.0390127	0.0338793	0.0157053	0.0914071	0.0734461	0.104823	0.082118	0.041853	0.0821853	0.435711	0.0944008	0.0088576	0.00672284	0.0109628	0.141558	0.116374	0.348489	0.0301804	0.300365	0.0607363	0.0114451	0.21708	0.0185204	0.00847741	0.0594992	0.107948	0.0513746	0.082531	0.111408	0.0132846	0.0661488	0.0221649	0.0477872	0.485627	0.0655524	0.0417599	0.0244446	0.0474924	0.129278	0.128493	0.0127221	0.127808	0.462667	0.99205	2.41747	3	13.58144
11000	-2329.594	-2357.064	27.47056	1	1.14127	0.0335654	0.0181249	0.764053	0.0507959	0.53242	0.174988	0.0047484	0.15706	0.012241	0.028179	0.0179559	0.0197794	0.0252768	0.0117611	0.0585337	0.0436838	0.106441	0.0998062	0.234478	0.115891	0.0204037	0.0257284	0.00510965	0.0108233	0.239257	0.00106552	0.0451348	0.0175645	0.13328	0.032865	0.00891309	0.0827249	0.0202214	0.00832255	0.0430332	0.0122092	0.206175	0.132558	0.0733656	0.164313	0.0937245	0.0450438	0.0498632	0.0075875	0.0214792	0.0492476	0.00580403	0.054401	0.0677161	0.162565	0.205281	0.281156	0.0391557	0.0271374	0.0474618	0.201223	0.103127	0.0833518	0.042052	0.0545493	0.0736276	0.115692	0.00631531	0.159964	0.0866201	0.113758	0.0951311	0.0434123	0.0968508	0.0588031	0.055406	0.0148639	0.0185863	0.144174	0.00667304	0.00625708	0.105644	0.124511	0.0903543	0.0563609	0.119697	0.113723	0.137558	0.940241	0.623288	0.0469161	0.103373	0.0227737	0.0242826	0.0452847	0.0561373	0.0609214	0.0157628	0.0527847	0.00246421	0.141181	0.127335	0.10093	0.0168487	0.507021	0.0939452	0.0483425	0.0162667	0.0423319	0.0981866	0.0639421	0.0681748	0.0149594	0.0954397	0.0340554	0.0248926	0.0448793	0.134545	0.000527374	0.124658	0.135538	0.0188045	0.220678	0.207946	0.0192946	0.0795784	0.152075	0.016884	0.327269	0.043256	0.0629101	0.0101178	0.118281	0.209267	0.161785	0.00246978	0.164249	0.515452	1.01996	2.30033	3	12.8576
12000	-2315.995	-2357.954	41.95988	1	1.180882	0.0277476	0.0517658	0.509449	0.0531164	0.44989	0.133839	0.17577	0.192139	0.00904252	0.0530433	0.0154395	0.0339887	0.0156745	0.0182937	0.0836648	0.0279299	0.146575	0.0457561	0.184793	0.210291	0.0445468	0.018944	0.00129308	0.0107788	0.0227944	0.0236228	0.151979	0.129637	0.114748	0.00980672	0.0194792	0.135605	0.0496971	0.0100949	0.0551163	0.0420773	0.148692	0.051327	0.17385	0.115512	0.00972669	0.0844601	0.0704645	0.0318788	0.0931095	0.0414342	0.0113436	0.0442217	0.0116425	0.103405	0.0512708	0.212629	0.0559545	0.0415165	0.00666109	0.139638	0.0659847	0.0434941	0.00288476	0.0491276	0.0461823	0.164948	0.0175103	0.0965228	0.0733924	0.118089	0.189521	0.00296146	0.143554	0.0810001	0.0680196	0.0267888	0.0545804	0.0125759	0.0603085	0.0503067	0.0544394	0.0217819	0.0813106	0.255412	0.103336	0.0276145	0.122327	0.593776	0.465089	0.0577148	0.00546458	0.00596499	0.0262151	0.0304461	0.071989	0.104647	0.0811472	0.0785117	0.00213946	0.109525	0.138373	0.185745	0.0506406	0.28592	0.0980641	0.00497352	0.00701308	0.0786302	0.00569484	0.0895699	0.117473	0.0950992	0.0876236	0.0228116	0.0393568	0.0849889	0.0173457	0.0329133	0.00986008	0.106382	0.211443	0.0713055	0.0898636	0.00853617	0.0546559	0.175488	0.0169388	0.254522	0.0155463	0.0788229	0.0290483	0.144382	0.0819275	0.160129	0.00985069	0.171571	0.525102	1.02452	2.2788	3	11.40471
13000	-2318.655	-2357.957	39.30183	1	0.6506527	0.0200737	0.0636467	0.533173	0.040806	0.296843	0.11182	0.225148	0.270851	0.0270074	0.0735646	0.00768406	0.0388979	0.0248637	0.0413805	0.0853037	0.0393555	0.126144	0.0247243	0.128618	0.126694	0.0456232	0.014298	0.00089583	0.0104067	0.0202867	0.0190155	0.285314	0.0821083	0.0553092	0.0094704	0.0217779	0.105907	0.0697111	0.00754471	0.0263713	0.0277422	0.174983	0.0451112	0.124612	0.114389	0.0088885	0.0681826	0.0879707	0.0343948	0.101478	0.0336788	0.0104706	0.0394592	0.00932204	0.127843	0.0514938	0.234433	0.0358202	0.0328533	0.00984002	0.139638	0.0840342	0.0659649	0.00505523	0.0240461	0.0667336	0.109273	0.0124626	0.204932	0.0915182	0.136885	0.195872	0.00136528	0.10163	0.0936535	0.044051	0.0300293	0.0478317	0.0424182	0.0596346	0.0304237	0.0535212	0.0123755	0.0925018	0.208498	0.0819805	0.0197074	0.101632	0.578765	0.400404	0.0534855	0.0051322	0.010363	0.0269878	0.0500873	0.0937284	0.0438454	0.106991	0.067953	0.00247463	0.154466	0.134702	0.196503	0.0291689	0.28592	0.23831	0.00256948	0.0128464	0.085953	0.009206	0.0983821	0.231544	0.0748519	0.177535	0.0296405	0.0302712	0.0742222	0.0323047	0.0610015	0.00798131	0.125321	0.316032	0.154274	0.0848496	0.0115192	0.0479818	0.149575	0.00947465	0.308475	0.0102731	0.0561985	0.0610135	0.144382	0.102797	0.115157	0.00734623	0.0636956	0.339286	0.905113	2.69191	3	11.72354
14000	-2329.768	-2369.07	39.30183	1	0.6506527	0.0200737	0.0636467	0.533173	0.040806	0.296843	0.11182	0.225148	0.270851	0.0270074	0.0735646	0.00768406	0.0388979	0.0248637	0.0413805	0.0853037	0.0393555	0.126144	0.0247243	0.128618	0.126694	0.0456232	0.014298	0.00089583	0.0104067	0.0202867	0.0190155	0.285314	0.0821083	0.0553092	0.0094704	0.0217779	0.105907	0.0697111	0.00754471	0.0263713	0.0277422	0.174983	0.0451112	0.124612	0.114389	0.0088885	0.0681826	0.0879707	0.0343948	0.101478	0.0336788	0.0104706	0.0394592	0.00932204	0.127843	0.0514938	0.234433	0.0358202	0.0328533	0.00984002	0.139638	0.0840342	0.0659649	0.00505523	0.0240461	0.0667336	0.109273	0.0124626	0.204932	0.0915182	0.136885	0.195872	0.00136528	0.10163	0.0936535	0.044051	0.0300293	0.0478317	0.0424182	0.0596346	0.0304237	0.0535212	0.0123755	0.0925018	0.208498	0.0819805	0.0197074	0.101632	0.578765	0.400404	0.0534855	0.0051322	0.010363	0.0269878	0.0500873	0.0937284	0.0438454	0.106991	0.067953	0.00247463	0.154466	0.134702	0.196503	0.0291689	0.28592	0.23831	0.00256948	0.0128464	0.085953	0.009206	0.0983821	0.231544	0.0748519	0.177535	0.0296405	0.0302712	0.0742222	0.0323047	0.0610015	0.00798131	0.125321	0.316032	0.154274	0.0848496	0.0115192	0.0479818	0.149575	0.00947465	0.308475	0.0102731	0.0561985	0.0610135	0.144382	0.102797	0.115157	0.00734623	0.0636956	0.339286	0.905113	2.69191	3	11.72354
15000	-2333.878	-2371.52	37.64218	1	0.8504795	0.0252573	0.0636467	0.533173	0.040806	0.254544	0.11182	0.16215	0.270851	0.0270074	0.0735646	0.00768406	0.0394792	0.0248637	0.0413805	0.0853037	0.0644086	0.195445	0.0247243	0.122396	0.126694	0.0530414	0.014298	0.000589409	0.0104067	0.0202867	0.0148821	0.285314	0.0821083	0.057352	0.0160123	0.0217779	0.105907	0.0438009	0.00754471	0.0263713	0.0394601	0.193652	0.0649574	0.124612	0.166085	0.0088885	0.0906321	0.0879707	0.0308802	0.0952936	0.0410057	0.0104706	0.0332136	0.00932204	0.0946162	0.0514938	0.234433	0.0358202	0.0328533	0.016169	0.114778	0.0906853	0.11671	0.00732059	0.0240461	0.0586667	0.109273	0.0124626	0.126501	0.0915182	0.136885	0.182254	0.000691367	0.10163	0.0944434	0.044051	0.0194892	0.0648442	0.0424182	0.0596346	0.0481285	0.0535212	0.0140352	0.0925018	0.208498	0.0845546	0.0197074	0.101632	0.602742	0.329951	0.0534855	0.0051322	0.010363	0.0199989	0.0500873	0.0937284	0.0409074	0.106991	0.067953	0.00506781	0.168461	0.134702	0.311384	0.0291689	0.28592	0.195496	0.00279213	0.0199424	0.085953	0.009206	0.0983821	0.238321	0.167784	0.111343	0.0316532	0.0538345	0.104698	0.0284682	0.0669253	0.00798131	0.125321	0.316032	0.154274	0.122078	0.0115192	0.0479818	0.107027	0.0139743	0.308475	0.020559	0.0561985	0.0610135	0.144382	0.0769435	0.119968	0.00734623	0.106246	0.42669	0.970017	2.49705	3	11.86952
16000	-2317.373	-2357.583	40.20995	1	0.7343026	0.0194341	0.13614	0.496102	0.0592951	0.220626	0.11182	0.127017	0.17367	0.0299386	0.0763197	0.0283562	0.0163107	0.0269429	0.048249	0.0594966	0.0402438	0.0960074	0.0250006	0.15105	0.124012	0.0698475	0.0208358	0.00107787	0.0209082	0.0295975	0.0226532	0.249446	0.113169	0.0449854	0.0292578	0.00547813	0.171986	0.0186126	0.00882192	0.0252958	0.0378395	0.138113	0.0609994	0.0493333	0.155639	0.0112669	0.110475	0.229045	0.0295752	0.133122	0.0478741	0.0151526	0.0311256	0.00976384	0.0483783	0.075815	0.299304	0.028689	0.030129	0.00973371	0.253326	0.0952447	0.185636	0.00794646	0.0289929	0.0810955	0.108843	0.0115032	0.12269	0.0915182	0.0717913	0.167853	0.000666432	0.0380393	0.156696	0.0450832	0.0234455	0.0409591	0.0615696	0.0713387	0.0313543	0.0314769	0.00711083	0.0871143	0.128314	0.11813	0.00754874	0.124991	0.386461	0.329951	0.073258	0.00456602	0.00758955	0.0226153	0.0269108	0.0867744	0.0860716	0.106991	0.108896	0.00769111	0.191792	0.138249	0.208971	0.04654	0.511242	0.122491	0.0025912	0.0239527	0.083657	0.00417974	0.062066	0.197208	0.14438	0.11291	0.0425636	0.0723898	0.0380299	0.0424249	0.0695961	0.014547	0.079071	0.1859	0.250696	0.166474	0.0133627	0.0290833	0.107027	0.0248673	0.273221	0.035898	0.0548384	0.0669259	0.153093	0.0498587	0.0951334	0.0116995	0.0815252	0.379275	0.936946	2.60225	3	11.62436
17000	-2302.971	-2343.181	40.20995	1	0.7343026	0.0194341	0.13614	0.496102	0.0592951	0.220626	0.11182	0.127017	0.17367	0.0299386	0.0763197	0.0283562	0.0163107	0.0269429	0.048249	0.0594966	0.0402438	0.0960074	0.0250006	0.15105	0.124012	0.0698475	0.0208358	0.00107787	0.0209082	0.0295975	0.0226532	0.249446	0.113169	0.0449854	0.0292578	0.00547813	0.171986	0.0186126	0.00882192	0.0252958	0.0378395	0.138113	0.0609994	0.0493333	0.155639	0.0112669	0.110475	0.229045	0.0295752	0.133122	0.0478741	0.0151526	0.0311256	0.00976384	0.0483783	0.075815	0.299304	0.028689	0.030129	0.00973371	0.253326	0.0952447	0.185636	0.00794646	0.0289929	0.0810955	0.108843	0.0115032	0.12269	0.0915182	0.0717913	0.167853	0.000666432	0.0380393	0.156696	0.0450832	0.0234455	0.0409591	0.0615696	0.0713387	0.0313543	0.0314769	0.00711083	0.0871143	0.128314	0.11813	0.00754874	0.124991	0.386461	0.329951	0.073258	0.00456602	0.00758955	0.0226153	0.0269108	0.0867744	0.0860716	0.106991	0.108896	0.00769111	0.191792	0.138249	0.208971	0.04654	0.511242	0.122491	0.0025912	0.0239527	0.083657	0.00417974	0.062066	0.197208	0.14438	0.11291	0.0425636	0.0723898	0.0380299	0.0424249	0.0695961	0.014547	0.079071	0.1859	0.250696	0.166474	0.0133627	0.0290833	0.107027	0.0248673	0.273221	0.035898	0.0548384	0.0669259	0.153093	0.0498587	0.0951334	0.0116995	0.0815252	0.379275	0.936946	2.60225	3	11.62436
18000	-2307.039	-2347.249	40.20995	1	0.7343026	0.0194341	0.13614	0.496102	0.0592951	0.220626	0.11182	0.127017	0.17367	0.0299386	0.0763197	0.0283562	0.0163107	0.0269429	0.048249	0.0594966	0.0402438	0.0960074	0.0250006	0.15105	0.124012	0.0698475	0.0208358	0.00107787	0.0209082	0.0295975	0.0226532	0.249446	0.113169	0.0449854	0.0292578	0.00547813	0.171986	0.0186126	0.00882192	0.0252958	0.0378395	0.138113	0.0609994	0.0493333	0.155639	0.0112669	0.110475	0.229045	0.0295752	0.133122	0.0478741	0.0151526	0.0311256	0.00976384	0.0483783	0.075815	0.299304	0.028689	0.030129	0.00973371	0.253326	0.0952447	0.185636	0.00794646	0.0289929	0.0810955	0.108843	0.0115032	0.12269	0.0915182	0.0717913	0.167853	0.000666432	0.0380393	0.156696	0.0450832	0.0234455	0.0409591	0.0615696	0.0713387	0.0313543	0.0314769	0.00711083	0.0871143	0.128314	0.11813	0.00754874	0.124991	0.386461	0.329951	0.073258	0.00456602	0.00758955	0.0226153	0.0269108	0.0867744	0.0860716	0.106991	0.108896	0.00769111	0.191792	0.138249	0.208971	0.04654	0.511242	0.122491	0.0025912	0.0239527	0.083657	0.00417974	0.062066	0.197208	0.14438	0.11291	0.0425636	0.0723898	0.0380299	0.0424249	0.0695961	0.014547	0.079071	0.1859	0.250696	0.166474	0.0133627	0.0290833	0.107027	0.0248673	0.273221	0.035898	0.0548384	0.0669259	0.153093	0.0498587	0.0951334	0.0116995	0.0815252	0.379275	0.936946	2.60225	3	11.62436
19000	-2327.207	-2358.114	30.90726	1	0.9281845	0.0164952	0.177884	0.720949	0.0750187	0.252832	0.149707	0.127017	0.185995	0.0427889	0.0703865	0.0343352	0.0120065	0.0313375	0.0422655	0.0677079	0.0872835	0.129657	0.0452893	0.166253	0.045429	0.0604736	0.0439771	0.00107787	0.0209082	0.0266682	0.0350565	0.235509	0.0832917	0.0559022	0.0191956	0.00212655	0.141753	0.0256157	0.00817839	0.0345059	0.0296722	0.168243	0.0609994	0.0634335	0.155639	0.00903968	0.0909475	0.101617	0.0317912	0.133122	0.0306788	0.00994593	0.0292871	0.0064328	0.0813367	0.113563	0.503526	0.0257214	0.0376728	0.0120537	0.277362	0.0987065	0.152282	0.0168135	0.0544998	0.023408	0.0623436	0.0218091	0.175835	0.0939296	0.0984314	0.0840119	0.000776132	0.0370995	0.117822	0.0601025	0.0197168	0.0640077	0.0815937	0.0627209	0.0328282	0.0139305	0.0101149	0.0690585	0.131042	0.168079	0.00908316	0.111708	0.590163	0.365777	0.0423662	0.00239215	0.0056014	0.0414943	0.024941	0.0485959	0.0976012	0.105746	0.0977917	0.00366266	0.194051	0.225863	0.322748	0.0364176	0.765609	0.122491	0.00544409	0.02195	0.0735926	0.00284042	0.0625705	0.100226	0.174442	0.176586	0.0338154	0.0670211	0.0268932	0.0617085	0.0758688	0.0139067	0.0705543	0.115477	0.126319	0.136835	0.0133627	0.0760348	0.0706131	0.0585539	0.322267	0.035898	0.0415214	0.0756016	0.132724	0.0340518	0.104836	0.0116995	0.122411	0.454048	0.987001	2.43654	3	12.53524
20000	-2331.334	-2362.242	30.90726	1	0.9281845	0.0164952	0.177884	0.720949	0.0750187	0.252832	0.149707	0.127017	0.185995	0.0427889	0.0703865	0.0343352	0.0120065	0.0313375	0.0422655	0.0677079	0.0872835	0.129657	0.0452893	0.166253	0.045429	0.0604736	0.0439771	0.00107787	0.0209082	0.0266682	0.0350565	0.235509	0.0832917	0.0559022	0.0191956	0.00212655	0.141753	0.0256157	0.00817839	0.0345059	0.0296722	0.168243	0.0609994	0.0634335	0.155639	0.00903968	0.0909475	0.101617	0.0317912	0.133122	0.0306788	0.00994593	0.0292871	0.0064328	0.0813367	0.113563	0.503526	0.0257214	0.0376728	0.0120537	0.277362	0.0987065	0.152282	0.0168135	0.0544998	0.023408	0.0623436	0.0218091	0.175835	0.0939296	0.0984314	0.0840119	0.000776132	0.0370995	0.117822	0.0601025	0.0197168	0.0640077	0.0815937	0.0627209	0.0328282	0.0139305	0.0101149	0.0690585	0.131042	0.168079	0.00908316	0.111708	0.590163	0.365777	0.0423662	0.00239215	0.0056014	0.0414943	0.024941	0.0485959	0.0976012	0.105746	0.0977917	0.00366266	0.194051	0.225863	0.322748	0.0364176	0.765609	0.122491	0.00544409	0.02195	0.0735926	0.00284042	0.0625705	0.100226	0.174442	0.176586	0.0338154	0.0670211	0.0268932	0.0617085	0.0758688	0.0139067	0.0705543	0.115477	0.126319	0.136835	0.0133627	0.0760348	0.0706131	0.0585539	0.322267	0.035898	0.0415214	0.0756016	0.132724	0.0340518	0.104836	0.0116995	0.122411	0.454048	0.987001	2.43654	3	12.53524
21000	-2338.359	-2356.047	17.68803	1	1.354069	0.0115848	0.142978	0.563959	0.0465811	0.250523	0.163373	0.0768829	0.202542	0.041071	0.116263	0.0312071	0.0107586	0.0247263	0.0670392	0.0558668	0.0671127	0.1482	0.128562	0.364207	0.0893131	0.0604736	0.0387332	0.000902983	0.0351914	0.107608	0.0250103	0.196142	0.0832917	0.0779134	0.0164783	0.000837305	0.0980804	0.0897266	0.0191282	0.040764	0.028696	0.0918893	0.0821481	0.0831294	0.163014	0.00996426	0.0972832	0.171398	0.0852598	0.113602	0.0412479	0.0121989	0.0323952	0.0131258	0.0504852	0.0823225	0.626947	0.0362398	0.10148	0.00957266	0.345833	0.0895648	0.123491	0.0410933	0.0720163	0.0564709	0.0920282	0.0353457	0.168516	0.0939296	0.127698	0.0312456	0.00108668	0.0396658	0.183993	0.0612518	0.0139515	0.0492227	0.0708627	0.078008	0.0206455	0.0188547	0.00954779	0.0934009	0.1658	0.106137	0.00561722	0.238802	0.794765	0.404732	0.0581188	0.00406681	0.013113	0.0850588	0.0136758	0.0580653	0.110485	0.129798	0.0716988	0.00865164	0.173089	0.261902	0.248477	0.0243424	0.720383	0.109638	0.00518865	0.0270748	0.132314	0.00411852	0.158926	0.139692	0.168456	0.0798827	0.0450921	0.0216345	0.0495105	0.0244409	0.0917429	0.0220347	0.0725773	0.0744388	0.259573	0.0843825	0.0133627	0.0340731	0.0575706	0.0567204	0.524257	0.0451178	0.0533049	0.182479	0.0835287	0.0649218	0.0685958	0.0199969	0.201874	0.562315	1.04056	2.19525	3	13.81458
22000	-2338.326	-2363.62	25.29382	1	1.008963	0.0113524	0.0488941	0.7013	0.0465811	0.250523	0.179076	0.0506104	0.222605	0.0470397	0.110818	0.0496905	0.0144976	0.0391042	0.0735224	0.0702279	0.0636475	0.1482	0.123829	0.181613	0.0764803	0.0507649	0.0405997	0.000902983	0.0364478	0.0951555	0.0460939	0.180496	0.0863102	0.051998	0.02034	0.000933166	0.107565	0.148718	0.0236489	0.0246561	0.0282092	0.111169	0.061788	0.0351353	0.103174	0.020625	0.0312096	0.15907	0.0493061	0.0723475	0.0553508	0.00910585	0.0237411	0.017701	0.0149026	0.0414597	0.557527	0.0268422	0.0504846	0.0113398	0.345833	0.158055	0.0654023	0.0540083	0.0745614	0.0300817	0.0649817	0.0208291	0.0975516	0.132521	0.177582	0.0394195	0.00129976	0.0491143	0.180794	0.0561537	0.0176374	0.0456082	0.0790822	0.0591394	0.0223457	0.0346032	0.00856872	0.0547355	0.140188	0.176325	0.00343094	0.190665	0.599958	0.458158	0.0526415	0.00418753	0.0272736	0.129772	0.0270756	0.0743359	0.0850001	0.097068	0.0360354	0.0231616	0.329952	0.355796	0.163027	0.0230903	0.720383	0.133596	0.0103815	0.0588904	0.119743	0.0090664	0.0553243	0.0888958	0.151649	0.123976	0.0434768	0.0164749	0.0316501	0.0244941	0.0733531	0.0210755	0.0725773	0.0595846	0.184782	0.0887896	0.0118987	0.0297919	0.0317458	0.0603205	0.447551	0.0959605	0.0292172	0.164266	0.106162	0.128096	0.0685958	0.0549565	0.138739	0.479429	1.00147	2.38036	3	13.08851
23000	-2323.962	-2349.256	25.29382	1	1.008963	0.0113524	0.0488941	0.7013	0.0465811	0.250523	0.179076	0.0506104	0.222605	0.0470397	0.110818	0.0496905	0.0144976	0.0391042	0.0735224	0.0702279	0.0636475	0.1482	0.123829	0.181613	0.0764803	0.0507649	0.0405997	0.000902983	0.0364478	0.0951555	0.0460939	0.180496	0.0863102	0.051998	0.02034	0.000933166	0.107565	0.148718	0.0236489	0.0246561	0.0282092	0.111169	0.061788	0.0351353	0.103174	0.020625	0.0312096	0.15907	0.0493061	0.0723475	0.0553508	0.00910585	0.0237411	0.017701	0.0149026	0.0414597	0.557527	0.0268422	0.0504846	0.0113398	0.345833	0.158055	0.0654023	0.0540083	0.0745614	0.0300817	0.0649817	0.0208291	0.0975516	0.132521	0.177582	0.0394195	0.00129976	0.0491143	0.180794	0.0561537	0.0176374	0.0456082	0.0790822	0.0591394	0.0223457	0.0346032	0.00856872	0.0547355	0.140188	0.176325	0.00343094	0.190665	0.599958	0.458158	0.0526415	0.00418753	0.0272736	0.129772	0.0270756	0.0743359	0.0850001	0.097068	0.0360354	0.0231616	0.329952	0.355796	0.163027	0.0230903	0.720383	0.133596	0.0103815	0.0588904	0.119743	0.0090664	0.0553243	0.0888958	0.151649	0.123976	0.0434768	0.0164749	0.0316501	0.0244941	0.0733531	0.0210755	0.0725773	0.0595846	0.184782	0.0887896	0.0118987	0.0297919	0.0317458	0.0603205	0.447551	0.0959605	0.0292172	0.164266	0.106162	0.128096	0.0685958	0.0549565	0.138739	0.479429	1.00147	2.38036	3	13.08851
24000	-2319.535	-2342.219	22.68337	1	0.6324145	0.0106667	0.0488941	0.7013	0.0411057	0.393188	0.165434	0.0506104	0.222605	0.0470397	0.110818	0.0475543	0.0107206	0.0391042	0.0735224	0.0976586	0.0636475	0.1482	0.143766	0.259374	0.0764803	0.0507649	0.0405997	0.000902983	0.0364478	0.0951555	0.0460939	0.142399	0.0863102	0.069218	0.02034	0.000933166	0.0879544	0.0825598	0.0188865	0.030114	0.0233509	0.152735	0.061788	0.0305291	0.103174	0.0271415	0.0312096	0.15907	0.0493061	0.0723475	0.0799204	0.00646023	0.0167481	0.017701	0.0245627	0.0414597	0.557527	0.0316641	0.0504846	0.0113398	0.345833	0.158055	0.0654023	0.0540083	0.07083	0.0300817	0.0649817	0.0163637	0.137235	0.168528	0.177582	0.0394195	0.00131518	0.0491143	0.180794	0.0354033	0.0176374	0.0456082	0.116838	0.0641569	0.0223457	0.0346032	0.0153366	0.0547355	0.140188	0.110633	0.00343094	0.190665	0.599958	0.458158	0.0526415	0.00418753	0.0272736	0.0842178	0.0270756	0.0747818	0.0850001	0.097068	0.0427513	0.016431	0.329952	0.355796	0.163027	0.0230903	0.791319	0.133596	0.0103815	0.0588904	0.119743	0.0090664	0.0553243	0.0888958	0.151649	0.123976	0.0434768	0.0164749	0.0316501	0.0244941	0.0579121	0.0210755	0.0672005	0.0908427	0.184782	0.0887896	0.0118987	0.0190424	0.0427691	0.0603205	0.447551	0.0959605	0.0292516	0.164266	0.129243	0.128096	0.0439768	0.0838666	0.059855	0.329817	0.896996	2.71333	3	13.38721
25000	-2320.365	-2343.048	22.68337	1	0.6324145	0.0106667	0.0488941	0.7013	0.0411057	0.393188	0.165434	0.0506104	0.222605	0.0470397	0.110818	0.0475543	0.0107206	0.0391042	0.0735224	0.0976586	0.0636475	0.1482	0.143766	0.259374	0.0764803	0.0507649	0.0405997	0.000902983	0.0364478	0.0951555	0.0460939	0.142399	0.0863102	0.069218	0.02034	0.000933166	0.0879544	0.0825598	0.0188865	0.030114	0.0233509	0.152735	0.061788	0.0305291	0.103174	0.0271415	0.0312096	0.15907	0.0493061	0.0723475	0.0799204	0.00646023	0.0167481	0.017701	0.0245627	0.0414597	0.557527	0.0316641	0.0504846	0.0113398	0.345833	0.158055	0.0654023	0.0540083	0.07083	0.0300817	0.0649817	0.0163637	0.137235	0.168528	0.177582	0.0394195	0.00131518	0.0491143	0.180794	0.0354033	0.0176374	0.0456082	0.116838	0.0641569	0.0223457	0.0346032	0.0153366	0.0547355	0.140188	0.110633	0.00343094	0.190665	0.599958	0.458158	0.0526415	0.00418753	0.0272736	0.0842178	0.0270756	0.0747818	0.0850001	0.097068	0.0427513	0.016431	0.329952	0.355796	0.163027	0.0230903	0.791319	0.133596	0.0103815	0.0588904	0.119743	0.0090664	0.0553243	0.0888958	0.151649	0.123976	0.0434768	0.0164749	0.0316501	0.0244941	0.0579121	0.0210755	0.0672005	0.0908427	0.184782	0.0887896	0.0118987	0.0190424	0.0427691	0.0603205	0.447551	0.0959605	0.0292516	0.164266	0.129243	0.128096	0.0439768	0.0838666	0.059855	0.329817	0.896996	2.71333	3	13.38721
