Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
767000	-1171.143	-1221.113	49.97044	2	1.684698	0.0427726	0.059756	0.0179878	0.0135986	0.015067	0.0129577	0.0385964	0.0387629	0.0131236	0.0180642	0.00102672	0.0223485	0.100955	0.0385217	0.0534098	0.00110929	0.0554199	0.0239054	0.032818	0.100027	0.00562582	0.0272054	0.013181	0.0132935	0.102099	0.128042	0.0631454	0.0134819	0.0283751	0.028928	0.0153493	0.0242893	0.0910373	0.035499	0.00903019	0.089197	0.169455	0.00199529	0.000174536	0.00815821	0.0255637	0.0104249	0.0106391	0.0146199	0.000856575	0.00937083	0.0171182	0.00418257	0.0345424	0.012793	0.0032775	0.0032289	0.0442963	0.248499	0.0353552	0.261552	0.13909	0.0200838	0.0100843	0.0142272	0.176987	0.0267273	0.0570698	0.0523134	0.0388621	0.204685	0.0137776	0.0201893	0.454093	0.00524913	0.0041341	0.0819405	0.0782841	0.0394529	0.0819659	0.089176	0.00794258	0.0243528	0.0138123	0.226146	0.120871	0.0704204	0.0221863	0.0317525	0.0139585	0.022168	0.171047	0.0516397	0.0421066	0.18517	0.0555877	0.0028614	0.000783251	0.0526559	0.027568	0.0397333	0.0351879	0.126451	0.0174006	0.0284837	0.0321213	0.0941374	0.0414349	0.252497	0.616667	1.05965	2.07119	4	5.470481
768000	-1127.234	-1181.078	53.84402	2	6.342649	0.112687	0.111346	0.013242	0.00315029	0.0101976	0.00443495	0.0213399	0.0284435	0.0292264	0.0631717	0.00110684	0.00680464	0.0345647	0.00115414	0.0170753	0.0137471	0.00216197	0.035767	0.0187201	0.084775	0.00559991	0.00738955	0.000930099	0.0102823	0.0455031	0.0589747	0.0259715	0.00466052	0.0233382	0.00829578	0.0159715	0.0354133	0.00377014	0.00730911	0.0269726	0.0599269	0.123723	0.0208116	0.0225969	0.0128297	0.00959585	0.0146379	0.0116533	0.00211012	0.00963087	0.0462483	0.000306913	0.000153465	0.0404013	0.013138	0.0250682	0.0094176	0.00888461	0.0153402	0.0328557	0.0828346	0.011719	0.013078	0.0110849	0.00533439	0.178197	0.00681889	0.222827	0.0846506	0.00489277	0.104219	0.0125109	0.0417043	0.433345	0.037872	0.0102684	0.0214075	0.0200059	0.0270154	0.0858269	0.0747708	0.00328453	0.0513736	0.0384404	0.074402	0.106228	0.0574351	0.00982275	0.0144068	0.000449829	0.00321762	0.157181	0.00591769	0.0172917	0.0820717	0.0110462	0.0821681	0.00771612	0.0276367	0.171885	0.119268	0.0688164	0.112302	0.00236766	0.0204549	0.00661822	0.181609	0.00436112	0.549804	0.83037	1.08048	1.53935	4	4.300984
769000	-1137.802	-1196.703	58.90085	2	1.388045	0.0188949	0.00956813	0.0284268	0.0109111	0.0140228	0.0416015	0.00466996	0.0746653	0.0132187	0.0428113	0.00795778	0.0194884	0.0562418	0.0356843	0.00913777	0.00207161	0.00144168	0.00214308	0.021244	0.187349	0.00407325	0.0120546	0.0017383	0.00795561	0.0571076	0.0753594	0.00170101	0.00937556	0.0204178	0.01122	0.053705	0.0260978	0.00117632	0.0263067	0.027158	0.0195574	0.0333896	0.0187366	0.0238726	0.000900406	0.00590004	0.00915425	0.0121889	0.0160196	0.0093789	0.0161057	0.0195789	0.0231901	0.00488867	0.0222557	0.00114918	0.010866	0.0176279	0.0634079	0.00264896	0.029269	0.0231707	0.0133948	0.0296752	0.00628548	0.227681	0.0029863	0.151023	0.0271475	0.00120628	0.103507	0.0225456	0.154614	0.221609	0.0252491	0.000705228	0.0097277	0.113407	0.0557193	0.0114454	0.0313245	0.0790008	0.0571751	0.0123903	0.0252575	0.147374	0.0411786	0.00831057	0.0498808	0.0328246	0.036015	0.182812	0.0112315	0.12774	0.0636719	0.00588949	0.201805	0.0247047	0.0228315	0.00882108	0.0887806	0.0921123	0.155314	0.0284682	0.068503	0.0151874	0.0639145	0.00595166	0.207498	0.568795	1.04311	2.1806	4	4.186653
770000	-1134.72	-1193.771	59.05126	2	3.18812	4.0265e-05	0.041058	0.0101127	0.01403	0.00635314	0.00917949	0.0101305	0.062454	0.00496826	0.0219349	0.0016661	0.00217688	0.0511222	0.000699974	0.0143553	0.00174648	0.0145979	0.00976315	0.00629093	0.0944023	0.00859637	0.0225006	0.018061	0.0349033	0.0242486	0.0435632	0.0122772	0.0433418	0.0358321	0.00129376	0.0298749	0.0194493	0.00820653	0.0260053	0.00548766	0.0248505	0.083721	0.0179299	0.0104831	0.00101763	0.0134547	0.0174145	0.0221135	0.0102573	0.000220659	0.00270173	0.00675543	0.0204967	0.000757491	0.0391055	0.00280857	0.0107434	0.00173323	0.0105778	0.0683416	0.0196439	0.0850425	0.00923636	0.0057399	0.0369312	0.177123	0.0496885	0.00313545	0.00340081	0.00814165	0.184065	0.0787051	0.0229158	0.214999	0.107012	0.0388105	0.0819836	0.00777607	0.00455335	0.0502547	0.00279104	0.106899	0.00727436	0.0125847	0.0351127	0.345997	0.0348158	0.00734306	0.016235	0.0263673	0.00369679	0.144577	0.0216773	0.0132366	0.0811009	0.0023017	0.0955296	0.0459122	0.000288991	0.13488	0.0911291	0.126426	0.204469	0.0200735	0.00333138	0.0078813	0.0761582	0.0140966	0.403311	0.741439	1.0833	1.77195	4	3.947552
771000	-1145.087	-1206.756	61.66899	2	3.347317	0.0312383	0.0966189	0.0108591	0.0157	0.0115146	0.00382775	0.0060305	0.0330578	0.017464	0.0443571	0.0406458	0.0114601	0.0284145	0.000989295	0.00532373	0.0415427	0.00931024	0.022837	0.0532258	0.194208	0.0055121	0.0350223	0.0149903	0.0453442	0.069224	0.0849406	0.00717427	0.0230181	0.0331652	0.0173408	0.000336311	0.0202521	0.00619285	0.00832078	0.000656635	0.00210246	0.0962979	0.0103743	0.00143464	0.0430166	0.011897	0.0337054	0.0127085	0.00120706	0.00650148	0.0161419	0.00405905	0.0150607	0.00710791	0.0154164	0.00264569	0.00534457	0.0282164	0.0872049	0.00432583	0.0134855	0.00107756	0.0125067	0.0922794	0.0707415	0.166433	0.0047504	0.0092453	0.0111811	0.0344612	0.105343	0.0142976	0.10574	0.175693	0.0378216	0.0620478	0.070672	0.0576332	0.0275806	0.049885	0.0606969	0.0508257	0.0260988	0.0809097	0.037307	0.135237	0.0535805	0.0150784	0.012263	0.00906994	0.0602988	0.00718486	0.000922314	0.0468702	0.152002	0.122636	0.082767	0.00757135	0.00173991	0.00320586	0.143741	0.150165	0.0888722	0.0242713	0.00220271	0.002025	0.10849	0.0532587	0.414466	0.749109	1.08377	1.75266	4	4.117051
772000	-1184.869	-1225.297	40.42845	2	0.9492587	0.0561169	0.0401825	0.0472973	0.0156523	0.0275014	0.0914907	0.0606062	0.0225207	0.00817465	0.0729477	0.00932441	0.00384779	0.061763	0.0193771	0.0233746	0.0308008	0.0138226	0.0155527	0.0202557	0.0842004	0.0329515	0.0237036	0.00815927	0.0494643	0.0838213	0.0493428	0.00192163	0.0344674	0.0174594	0.00585185	0.0156024	0.066345	0.0226605	0.0609751	0.0384533	0.0614539	0.0346849	0.0160319	0.00304297	0.00913918	0.0356598	0.00908824	0.0145529	0.0418545	0.0172051	0.0504973	0.0205702	0.0533348	0.00668073	0.0364552	0.00346975	0.023183	0.0213508	0.188093	0.0167093	0.103899	0.0442802	0.0168472	0.0381876	0.018264	0.318082	0.0306089	0.00125026	0.0135637	0.0401399	0.26294	0.0321849	0.0344121	0.429103	0.0701876	0.0503313	0.0253219	0.0280271	0.0661333	0.078839	0.000528608	0.00846174	0.0195813	0.322306	0.0358969	0.122659	0.0101303	0.0240454	0.00239111	0.126552	0.0466905	0.00128841	0.034996	0.0135536	0.176318	0.152848	0.15797	0.00620539	0.00170698	0.112448	0.326725	0.136303	0.199559	0.00401141	0.0804933	0.24333	0.248454	0.0731084	0.126722	0.46095	0.991056	2.42127	4	6.29021
773000	-1165.833	-1216.763	50.93085	2	1.65935	0.0469657	0.0186445	0.0394252	0.0513397	0.0154938	4.65093e-05	0.0411596	0.0287672	0.00329882	0.0382037	0.00384053	0.018932	0.0346013	0.0105131	0.0663962	0.00209187	0.00610172	0.00517043	0.0913323	0.0921336	0.0145223	0.0361529	0.0127857	0.00347703	0.0693257	0.0817922	0.036666	0.00693255	0.0208335	0.0148439	0.0615344	0.0377005	0.0372461	0.00659225	0.036255	0.00729977	0.035927	0.0219885	0.000395643	0.0233537	0.00958867	0.000981988	0.00221729	0.0166106	0.0627354	0.0481952	0.0189457	0.00770595	0.036621	0.00456721	0.00143748	0.00626141	0.0233743	0.0255819	0.0114852	0.00896743	0.0532433	0.00120269	0.0291686	0.00751725	0.189813	0.0503894	0.0360994	0.0371106	0.00199039	0.115686	0.21148	0.0423147	0.383655	0.0375544	0.0237181	0.0332142	0.0319876	0.0202928	0.0465054	0.0133146	0.0561034	0.05614	0.169789	0.0108671	0.185626	0.00782538	0.0246681	0.0330843	0.0113061	0.0382609	0.0107205	0.0381286	0.00588411	0.250168	0.351547	0.122916	0.0490811	0.128636	0.0445612	0.0482724	0.102944	0.241051	0.0102296	0.0598225	0.0290527	0.284904	0.0097688	0.248923	0.613097	1.05855	2.07943	4	5.212975
774000	-1157.862	-1207.556	49.69418	2	1.139823	0.118688	0.176091	0.0303482	0.000615178	0.0341667	0.0137367	0.00455373	0.0641772	0.00964063	0.0337554	0.00274714	0.0129827	0.0594616	0.00177361	0.0225587	0.0016822	0.0393794	0.0135825	0.00677811	0.0589109	0.0264432	0.0865997	0.00573514	0.0123305	0.060691	0.0277062	0.00302406	0.00764189	0.0378758	0.0247595	0.0196163	0.0382443	0.00165656	0.0311455	0.00351575	0.00564339	0.153535	0.0566263	0.0307004	0.0117479	0.00281916	0.000548002	0.0164229	0.00106093	0.0544684	0.0422673	0.0107497	0.0135669	0.0681294	0.0304132	0.0114563	0.00443106	0.0331621	0.135681	0.0219455	0.0227957	0.0276135	0.00642989	0.0529676	0.0274331	0.182472	0.00384045	0.00538819	0.0503822	0.0476818	0.178866	0.00936211	0.0597469	0.377517	0.018048	0.0263567	0.00405084	0.0357209	0.00406612	0.0955078	0.0288121	0.0205792	0.0375083	0.00575272	0.0721968	0.110059	0.0601623	0.010999	0.00772702	0.0421314	0.0179658	0.042516	0.0607581	0.0781246	0.10666	0.20308	0.0984165	0.0837551	0.0905088	0.0523528	0.0970312	0.19944	0.115566	0.00206337	0.033411	0.0200514	0.233331	0.118189	0.163978	0.515091	1.01979	2.30114	4	5.083383
775000	-1159.45	-1210.57	51.11941	2	2.097025	0.107265	0.0220047	0.0721734	0.0119537	0.0204628	0.00330939	0.0331348	0.0328359	0.0377669	0.0371105	0.0116562	0.00724522	0.0521894	0.0101149	0.00433576	0.000880733	0.00308408	0.0159083	0.038581	0.137775	0.0410395	0.0502714	0.00325979	0.0406018	0.0708059	0.102555	2.05508e-05	0.00087614	0.0049563	0.0131978	0.034238	0.0216149	0.0578095	0.00372878	0.000736285	0.0204434	0.0153508	0.0132915	0.00529659	0.00560175	0.00430076	0.0134595	0.0214534	0.00236765	0.00622607	0.0113487	0.0394184	0.0157596	0.00951062	0.00161765	0.0126124	0.00306207	0.0254539	0.0206497	0.0244176	0.0466378	0.00610148	0.120763	0.0736689	0.000774091	0.228594	0.0244414	0.00973998	0.0735518	0.044596	0.269433	0.108776	0.00368607	0.333954	0.0511099	0.0618395	0.04495	0.0606487	0.019402	0.0151548	0.00110608	0.0275015	0.0293317	0.186615	0.00385453	0.0302673	0.0210746	0.00621491	0.00328292	0.00345252	0.0406286	0.0285334	0.0242057	0.0108467	0.206397	0.144084	0.205727	0.0205806	0.0267408	0.0133851	0.258817	0.219597	0.148068	0.0211195	0.0872115	0.0109734	0.128589	0.0159794	0.304588	0.66495	1.07224	1.95822	4	4.899149
776000	-1156.509	-1213.013	56.50395	2	4.385873	0.0255254	0.0104726	0.0235321	0.00628382	0.00680082	0.022627	0.0789595	0.0461539	0.0292012	0.0390586	0.0162982	0.00338985	0.0260599	0.0344349	0.0078596	0.0248663	0.0108855	0.0162508	0.0549143	0.14724	0.0530077	0.0302218	0.00513851	0.00533178	0.0224686	0.0401998	0.0148749	0.0284903	0.0267076	0.0110874	0.037569	0.0256139	0.0110032	0.0106943	0.00840733	0.00800587	0.0752496	0.0368861	0.00317852	0.00328722	0.0102155	0.0164643	0.000848466	0.0134238	0.010689	0.00351133	0.00521422	0.00779031	0.0232588	0.0472815	0.00229549	0.0269832	0.0108004	0.00606804	0.0317614	0.100821	0.0185192	0.155474	0.0128863	0.00626118	0.168102	0.000921199	0.00990442	0.00521491	0.00320969	0.113789	0.0244956	0.0289116	0.339658	0.00418391	0.062225	0.0614153	0.0149007	0.0403366	0.0417918	0.0348118	0.044483	0.0180903	0.00143695	0.14106	0.0401256	0.0246972	0.0219345	0.0544926	0.0304854	0.0144867	0.110051	0.000664351	0.0168798	0.0937822	0.00773119	0.0702586	0.025432	0.113166	0.0052617	0.209844	0.00671335	0.10624	0.0029517	0.106001	0.00537446	0.15811	0.0175449	0.474381	0.787578	1.08417	1.65387	4	3.999975
777000	-1136.642	-1192.032	55.39024	2	2.870692	0.0249155	0.0130888	0.0454568	0.00355103	0.00957851	0.000725737	0.0320249	0.0432183	0.0130428	0.0224829	0.00617885	0.0119225	0.0279122	0.0192532	0.0146032	0.00189913	0.00981312	0.0526529	0.0216291	0.100018	0.0126144	0.00539748	0.01184	0.0140485	0.0537965	0.0309781	0.0296832	0.00424815	0.00926481	0.00806988	0.047165	0.020305	0.010775	0.0202733	0.0231553	0.00376551	0.0562176	0.0118604	0.0297616	0.00253009	0.0116434	0.00990473	0.03663	0.0265204	0.0130637	0.00492383	0.00913369	0.00629275	0.0101925	0.00514757	0.0117979	0.0141861	0.0134251	0.00114876	0.00916919	0.283658	0.029854	0.139592	0.000165802	0.000530833	0.192913	0.0280426	0.00893206	0.0448881	0.0154545	0.12695	0.00632885	0.023719	0.247621	0.0730772	0.0190736	0.0041552	0.0701353	0.0700398	0.116281	0.0100696	0.0462882	0.0203042	0.0126214	0.145516	0.0256043	0.0102466	0.0128533	0.168573	0.0583751	0.0413617	0.129414	0.039377	0.0265357	0.082473	0.00463523	0.132584	0.00960118	0.0309131	0.0119295	0.135276	0.00814904	0.173523	0.0269525	0.0263725	0.0214929	0.196357	0.13397	0.379004	0.724108	1.0818	1.81509	4	4.305679
778000	-1133.363	-1193.574	60.21078	2	2.187035	0.0361028	0.0741491	0.0204392	0.0138993	0.0074658	0.0187569	0.0119241	0.00683672	0.011408	0.0156236	0.0314206	0.0406781	0.0150041	0.0061502	0.0262164	0.00223548	0.00315142	0.0167972	0.00287154	0.0998162	0.0311268	0.0074279	0.00227644	0.0675609	0.0146881	0.0513286	0.000952476	0.0194523	0.0425682	0.0154188	0.0235207	0.0314741	0.0103666	0.00627209	0.00306857	0.0379556	0.0832801	0.0431647	0.000281493	0.0151059	0.0157552	0.0034055	0.0038873	0.0146315	0.00712902	0.0280727	0.0326185	0.00800129	0.0291374	0.0100482	0.0210519	0.000870425	0.00799667	0.00586212	0.0307849	0.0666588	0.0654083	0.0143149	0.20498	0.00270438	0.00920131	0.0624131	0.0094098	0.0533032	0.0158788	0.00216468	0.00199711	0.00776431	0.245741	0.0699047	0.00772272	0.0771652	0.00576222	0.0192773	0.0323877	0.137657	0.0224716	0.0271725	0.00319169	0.169429	0.0373268	0.0363661	0.00121414	0.180881	0.0455953	0.0317974	0.0766748	0.00728506	0.0681489	0.117848	0.000242452	0.131733	0.020399	0.0205173	0.0189176	0.112887	0.141136	0.143491	0.110562	0.00361841	0.111261	0.113317	0.000962277	0.314623	0.673535	1.07404	1.93781	4	4.053754
779000	-1115.767	-1174.637	58.86984	2	4.159919	0.152855	0.0334582	0.00894979	0.00558531	0.00119304	0.000215348	0.00937781	0.00907592	0.0145499	0.0211793	0.00293827	0.00230849	0.0345627	0.00437069	0.0160432	0.0238628	0.000154527	0.0104371	0.00874084	0.208964	0.0158882	0.0124774	0.00475059	0.00128684	0.0580232	0.0342118	0.0133205	0.0093358	0.0249957	0.0287522	0.0101558	0.033663	0.00460181	0.0210966	0.00298438	0.00285497	0.0430807	0.0083831	0.0549176	0.00265908	0.00350439	0.00543044	0.0170317	0.00172675	0.0207991	0.0178506	0.0074523	0.0104989	0.00152401	0.0281715	0.00680657	0.00136643	0.00646677	0.0166381	0.0237125	0.0201623	0.00778844	0.07879	0.153921	0.00355377	0.0994961	0.00908055	0.00115908	0.01341	0.0176253	0.00587817	0.0836374	0.0417067	0.306036	0.00468745	0.045394	0.05717	0.0182282	0.021585	0.0183491	0.00464167	0.0283692	0.00855026	0.0932404	0.0167319	0.0212995	0.0210495	0.0116449	0.0076744	0.0446812	0.0162965	0.0632591	0.0326602	0.0693252	0.0591285	0.00605355	0.133221	0.0324453	0.110503	0.0163831	0.168804	0.13876	0.151652	0.164511	0.0152717	0.0882598	0.279804	0.0218475	0.462937	0.780564	1.08434	1.67216	4	3.958967
780000	-1162.048	-1205.315	43.26725	2	2.089885	0.116657	0.0116837	0.054459	0.0224997	0.0152826	0.0049259	0.0369896	0.0215274	0.0184455	0.0681226	0.0110791	0.000803747	0.0321478	0.00905078	0.0334402	0.00896235	0.0179218	0.0266338	0.0229422	0.0658351	0.0307786	0.0682983	0.00512597	0.0350324	0.0145137	0.0940784	0.0142307	0.0134938	0.0821931	0.0080398	0.0701916	0.0363678	0.0192803	0.0101284	0.00364276	0.0051836	0.0967932	0.00442061	0.00866313	0.0328826	0.00170382	0.0116443	0.0117402	0.0260187	0.0118887	0.000418259	0.00504482	0.00329532	0.00929752	0.00197444	0.00763772	0.0158717	0.0235742	0.00403408	0.0332716	0.269894	0.0346265	0.006641	0.237533	0.0146922	0.0917789	0.0163457	0.00652648	0.00560264	0.000634195	0.0357891	0.0140031	0.0596781	0.563191	0.0568436	0.100151	0.0170159	0.0466419	7.77621e-06	0.0296886	0.114409	0.0865201	0.00729096	0.00431286	0.270826	0.0273754	0.0363674	0.00554841	0.00910568	0.0507531	0.0337504	0.107075	0.00904845	0.00216845	0.0535907	0.0693	0.1802	0.0402848	0.10532	0.0532013	0.178686	0.156807	0.211164	0.120798	0.0569444	0.0219515	0.0422847	0.0268159	0.303773	0.664244	1.07208	1.9599	4	5.10935
781000	-1155.824	-1211.866	56.04247	2	4.264801	0.123777	0.0015213	0.0438927	0.0201587	0.0115015	0.00413014	0.0655973	0.0742132	0.00576063	0.0576163	0.0284437	0.0130818	0.0483864	0.00314886	0.0639493	0.0142268	8.17033e-05	0.0625006	0.016539	0.115208	0.0176211	0.0371948	0.00061526	0.0328121	0.0514241	0.126731	0.00402396	0.0243911	0.0214482	0.0273235	0.0127702	0.0405075	0.00647464	0.00479157	0.0121274	0.00379735	0.120484	0.00852118	0.000494219	0.0225628	0.00479877	0.012517	0.0212118	0.0141683	0.00500206	0.0261005	0.00599929	0.0520582	0.00716606	0.0187622	0.00108846	0.000700082	0.00594548	0.000603481	0.0961415	0.209475	0.00845619	0.00624939	0.14264	0.0203121	0.308812	0.00463129	0.00983291	0.0108836	0.00216964	0.0102095	0.0236737	0.00708687	0.344021	0.0538447	0.0430962	0.0262971	0.013542	0.0115348	6.39919e-05	0.016534	0.0539643	0.0227272	0.0206303	0.116376	0.179681	0.00364501	0.0288558	0.0848546	0.0758887	0.0279843	0.100833	0.0322957	0.0462675	0.0885842	0.0106291	0.142825	0.0259875	0.00530612	0.0449227	0.10524	0.0436005	0.216752	0.0269998	0.120153	0.0114014	0.0252492	0.0245467	0.468343	0.783896	1.08427	1.66349	4	4.581681
782000	-1185.261	-1225.948	40.68665	2	1.156246	0.0104667	0.0224162	0.00129831	0.00871478	0.0336663	0.00466018	0.0514405	0.0410253	0.0250435	0.0631161	0.00791984	0.025993	0.0817225	0.0103911	0.0276513	0.00573408	0.0152498	0.00831525	0.00594052	0.213075	0.00206191	0.0288513	0.00346238	0.0255971	0.0405031	0.152652	0.0448718	0.0229732	0.0265903	0.0159962	0.0510803	0.0321795	0.00664596	0.0136376	0.000459087	0.0810092	0.11629	0.00314905	0.0290375	0.00334266	0.0171584	0.0152538	0.0426026	0.0138403	0.000242117	0.0503434	0.0404285	0.0435557	0.0172066	0.00867978	0.0372645	0.0050076	0.0214113	0.00336735	0.107444	0.36886	0.0955278	0.111034	0.193377	0.0290799	0.41651	0.0465667	0.0208227	0.0271867	0.00431411	0.0976995	0.0650191	0.0396352	0.398163	0.00595275	0.00351757	0.0622577	0.133097	0.0657008	0.0177054	0.0164357	0.0615797	0.0554639	0.0135307	0.20702	0.206353	0.0249193	0.0464963	0.0392533	0.0259795	0.0361394	0.208397	0.0347736	0.0765014	0.0407305	0.0464366	0.102125	0.102621	0.0210765	0.056114	0.245118	0.0951663	0.20762	0.0395255	0.0669745	0.110103	0.0198877	0.0448505	0.167034	0.519156	1.02173	2.29208	4	6.241256
783000	-1137.356	-1187.298	49.94166	2	1.752069	0.478695	0.0488274	0.0185124	0.000786692	0.0553065	0.006178	0.0306423	0.00565191	0.00200881	0.0386438	0.00453163	0.00301454	0.018874	0.0144464	0.0214733	0.0321582	0.0143546	0.00461527	0.0142217	0.305761	0.0112309	0.0148574	0.00291279	0.0254414	0.028172	0.0270599	0.00271942	0.0107418	0.0295575	0.000467412	0.0089857	0.0336625	0.0243377	0.00686973	0.000142657	0.0510796	0.0627666	0.00256066	0.00618105	0.000617733	0.00993777	0.00212965	0.023437	0.0165409	6.29359e-05	0.0259924	0.00988832	0.00213858	0.0466479	0.00721651	0.0395241	0.00532749	0.0417259	0.0854801	0.0259525	0.470376	0.134847	0.00796378	0.303875	0.00730389	0.140387	0.0451189	0.0132644	0.0106717	0.0198461	0.0248824	0.0273604	0.00457971	0.288654	0.0278692	0.00518146	0.0221628	0.0300216	0.0343854	0.0481972	0.108046	0.0315745	0.0338119	0.0393973	0.00666015	0.125869	0.0132189	0.00799336	0.0082793	0.0277456	0.0164221	0.108581	0.0018864	0.041569	0.153754	0.00662231	0.10635	0.0604694	0.0111484	0.0429265	0.320126	0.0396052	0.146512	0.0852448	0.0818563	0.0055251	0.0130667	0.0157332	0.26177	0.625763	1.06234	2.05013	4	5.138012
784000	-1174.77	-1213.908	39.13777	2	1.36343	0.0868112	0.117599	0.0945177	0.0381597	0.00585535	0.0148235	0.101191	0.0141529	0.00641474	0.0355243	0.00353007	0.0334822	0.102329	0.00320679	0.00047118	0.00844102	0.0370623	0.0148791	0.0469581	0.095496	0.0228027	0.066048	0.0173493	0.00352229	0.0309502	0.113092	0.00384996	0.014728	0.0258611	0.00212817	0.0858798	0.0361573	0.00724529	0.0217239	0.00646256	0.0308255	0.191007	0.00519338	0.0786213	0.00131245	0.00930516	0.0412737	0.0108102	0.00736435	0.00270641	0.0253852	0.0236823	0.00234514	0.0646192	0.0109796	0.0053262	0.00303327	0.0734426	0.0359739	0.000874701	0.13538	0.00717684	0.0465009	0.239082	0.0910308	0.0312369	0.0431456	0.0137152	0.177613	0.0250566	0.00302393	0.0970107	0.110207	0.556036	0.110849	0.0762186	0.0072388	0.0947542	0.0321051	0.0271155	0.0105336	0.147671	0.00668261	0.0313256	0.00859652	0.209838	0.0362301	0.251631	0.170159	0.147201	0.0305457	0.140804	0.00670888	0.0147507	0.212982	0.0208001	0.0640707	0.0597241	0.0293027	0.0553821	0.0272292	0.0307126	0.27592	0.0301235	0.0409257	0.338482	0.010152	0.0252606	0.203433	0.564125	1.04128	2.19116	4	6.301031
785000	-1146.334	-1208.749	62.41516	2	4.547696	0.0688318	0.0267602	0.0332657	0.00369044	0.0219465	0.0281811	0.0431679	0.00431531	0.0059843	0.0242625	0.0092636	0.00478516	0.0415651	0.00671341	0.010784	0.00791798	0.0234754	0.0171258	0.0076462	0.192019	0.026324	0.0265193	0.00354786	0.0563859	0.0278524	0.0393963	0.00458354	0.002819	0.0278505	0.0108034	0.0244994	0.0194622	0.00427605	0.00659908	0.00946371	0.0250121	0.0700126	0.00788728	0.00296229	0.0234902	0.011087	0.0252809	0.0211312	0.0039785	0.00341942	0.0441042	0.0215968	0.0108622	0.00454841	0.00712564	0.0157877	0.00532998	0.0219788	0.00365779	0.0133571	0.223552	0.0247112	0.0208086	0.146052	0.015908	0.000872462	0.0149362	0.0536518	0.0367012	0.0163238	0.0071579	0.126203	0.0430735	0.220846	0.0659746	0.0653727	0.0354487	0.00296738	0.0163242	0.0290292	0.00657266	0.103814	0.0416287	0.00367316	0.0798363	0.0715163	0.00205571	0.00865729	0.0309613	0.0271933	0.000439271	0.0987588	0.00540887	0.0464105	0.131598	0.0340756	0.00481969	0.0875706	0.0174924	0.119117	0.00582826	0.0383045	0.120963	0.0194973	0.0256907	0.139229	0.000440833	0.0129569	0.482133	0.792247	1.08399	1.64163	4	3.665118
786000	-1174.935	-1214.09	39.15562	2	2.266008	0.186905	0.0885993	0.0733404	0.0101279	0.0111066	0.00606763	0.0288431	0.0185545	0.000268871	0.0528782	0.0129917	0.0111705	0.0297965	0.0202438	0.00982616	0.0120983	0.00139444	0.00646089	0.0288792	0.156136	0.0287047	0.0339278	0.0254147	0.0882315	0.0614845	0.0488731	0.00365783	0.00662528	0.0125649	0.0143433	0.0282324	0.032191	0.0223077	0.0185826	0.00908509	0.0106748	0.14836	0.0258568	0.019544	0.0372875	0.00561455	0.00878451	0.0463888	0.00115611	0.00142127	0.000720386	0.0104472	0.0149591	0.0249676	0.00382615	0.000905227	0.0262107	0.00966018	0.0742926	0.0207468	0.0210227	0.00250171	0.0148847	0.21644	0.0286717	0.0279179	0.0196548	0.102191	0.0608613	0.0880664	0.00694315	0.201945	0.0280954	0.528031	0.0166853	0.198912	0.0555262	0.0280759	0.00546554	0.0225648	0.0380533	0.00139278	0.0111107	0.445647	0.0425722	0.239564	0.100541	0.199521	0.0139584	0.104959	0.0196837	0.118177	0.0424223	0.0853143	0.0817433	0.0653476	0.0199548	0.0563681	0.00713081	0.0660701	0.356437	0.026339	0.106714	0.0120187	0.0663611	0.200647	0.0367742	0.0151302	0.323087	0.680615	1.07541	1.92088	4	5.946149
