Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
63000	-545.3238	-575.661	30.33719	1	2.342931	0.160224	0.00544253	0.0153088	0.0958183	0.0459932	0.0259334	0.026956	0.0777935	0.0768181	0.0490084	0.155295	0.141497	0.067217	0.173966	0.0516709	0.0163946	0.296336	0.331041	0.687141	1.0766	1.90521	3	1.481673
64000	-530.2909	-571.5636	41.27269	2	0.9350672	0.218191	0.01512	0.00318117	0.0975613	0.0457851	0.0102949	0.0185844	0.00627906	0.00356981	0.0871915	0.239903	0.112181	0.0747616	0.120419	0.0215443	0.0239261	0.107547	0.123823	0.456325	0.988349	2.4315	4	1.20604
65000	-520.6061	-573.4098	52.80366	10	1.174423	0.0885327	0.00606759	0.00291524	0.0633837	0.0586869	0.0310476	0.000616992	0.0189065	0.0133537	0.0850099	0.246902	0.0905015	0.102114	0.15259	0.0103869	0.0790143	0.195316	0.170387	0.52356	1.02381	2.28225	5	1.245346
66000	-509.4468	-566.5836	57.13685	10	0.7616512	0.142805	0.0144637	0.0139852	0.0860461	0.00309608	0.00177116	0.0396159	0.00274089	0.00960097	0.0348847	0.219588	0.121923	0.0950976	0.107862	0.010499	0.0132371	0.157622	0.0873766	0.391224	0.945735	2.57566	5	1.074838
67000	-519.1797	-569.5553	50.37557	10	1.619864	0.301848	0.00695142	0.0157994	0.0803837	0.0697249	0.00221301	0.0732934	0.0119844	0.0310142	0.020236	0.238902	0.193935	0.123577	0.230654	0.0118705	0.0706876	0.247156	0.243259	0.607364	1.05675	2.09263	5	1.730229
68000	-520.8617	-572.7493	51.88761	10	0.6064072	0.208035	0.00237191	0.0173549	0.0754386	0.00871213	0.00945576	0.017354	0.0602664	0.0377022	0.0891708	0.238025	0.170055	0.0825231	0.186668	0.0283367	0.025511	0.482817	0.0544322	0.315815	0.884553	2.7452	5	1.739799
69000	-540.6059	-567.8008	27.1949	1	3.047576	0.19441	0.0127705	0.00463447	0.136328	0.0214917	0.00335414	0.0146283	0.0497659	0.0164911	0.0172472	0.377233	0.198922	0.151161	0.175416	0.0323905	0.0473822	0.271811	0.392909	0.734129	1.08274	1.79022	3	1.725438
70000	-520.4299	-565.7478	45.31792	10	3.738273	0.209886	0.00312561	0.00213901	0.144335	0.00831076	0.0193928	0.0364564	0.0258215	0.0455173	0.0460786	0.575743	0.179646	0.133032	0.092604	0.0382213	0.0304836	0.302364	0.43938	0.765643	1.08434	1.71064	5	1.893156
71000	-532.1565	-571.1169	38.96038	2	0.6531899	0.222318	0.00514009	0.00800449	0.0649824	0.0613703	0.00719656	0.030142	0.00864367	0.0137603	0.0697551	0.131965	0.194761	0.0745371	0.148131	0.018212	0.00974808	0.345823	0.0642319	0.340581	0.906205	2.68898	4	1.41449
72000	-512.8029	-568.1188	55.31582	10	2.031722	0.102957	0.00455596	0.00681746	0.0654049	0.00354954	0.0106228	0.0477834	0.0082093	0.0116446	0.025654	0.348589	0.187483	0.119076	0.139574	0.0942811	0.0340851	0.334312	0.297032	0.658345	1.07076	1.97386	5	1.5446
73000	-516.3334	-570.4377	54.10425	10	1.994388	0.128962	0.00010439	0.0238757	0.144066	0.0321038	0.0345003	0.00445367	0.00236137	0.0285823	0.050021	0.316438	0.157515	0.141957	0.108175	0.0162983	0.00263782	0.322028	0.292604	0.654416	1.06985	1.98313	5	1.51408
74000	-530.981	-569.8413	38.86037	2	0.7221492	0.15183	0.0206931	0.00613007	0.0754196	0.00217858	0.0113987	0.0290681	0.0901836	0.00794359	0.0312197	0.222823	0.151468	0.0962507	0.0861508	0.073469	0.00105424	0.287155	0.0789242	0.373796	0.932808	2.61447	4	1.344435
75000	-536.2782	-570.3215	34.04335	2	0.9107686	0.223475	0.0128633	0.0108448	0.0772326	0.00738939	0.00292834	0.010883	0.00237936	0.0186797	0.0396349	0.283292	0.303123	0.0619379	0.130431	0.00265802	0.0267123	0.22852	0.118824	0.448184	0.983484	2.44951	4	1.442984
76000	-542.9389	-575.7199	32.78098	2	1.559226	0.116146	0.00565698	0.0168033	0.103921	0.0192313	0.0338019	0.0186791	0.0811582	0.0264728	0.022187	0.321078	0.248672	0.0866275	0.137715	0.105957	0.0170672	0.256673	0.234328	0.598127	1.05372	2.11383	4	1.617848
77000	-518.5115	-581.1805	62.66901	10	0.6797359	0.0759315	0.0101874	0.0191806	0.0577497	0.0453197	0.0318413	0.042338	0.0597177	0.0203267	0.0357412	0.0829279	0.177992	0.0599251	0.112173	0.0129645	0.0123538	0.159546	0.0698662	0.35381	0.917121	2.6592	5	1.016217
78000	-507.3667	-566.2759	58.90915	10	1.558224	0.14489	0.00245404	0.00275129	0.0571532	0.0162355	0.000571862	0.021767	0.0439581	0.00518958	0.0410804	0.0877804	0.136534	0.0604622	0.317763	0.0604932	0.00293272	0.215053	0.234178	0.597969	1.05367	2.11419	5	1.21707
79000	-554.4804	-584.3179	29.83752	2	2.062356	0.18766	0.00644243	0.070129	0.164869	0.0548701	0.097281	0.000723144	0.0124346	0.0364518	0.0802061	0.168269	0.354278	0.179812	0.216526	0.0109615	0.00898297	0.423815	0.300606	0.661485	1.07147	1.96643	4	2.073713
80000	-538.4112	-576.1763	37.76509	2	1.585998	0.0941677	0.00239518	0.00475569	0.0564477	0.0037612	0.0194677	0.0178215	0.0632765	0.0157687	0.072559	0.0829548	0.0953482	0.0875414	0.362699	0.0389353	0.0334986	0.196497	0.238307	0.602272	1.0551	2.10432	4	1.247895
81000	-539.9939	-575.6137	35.61976	2	1.218395	0.220209	0.000686363	0.0411868	0.0789992	0.0580304	0.01362	0.0277845	0.0703199	0.00118394	0.0473217	0.0761388	0.268705	0.0717841	0.161136	0.00372844	0.00786175	0.267986	0.178371	0.533817	1.0285	2.25932	4	1.416682
82000	-533.893	-569.5336	35.64055	2	1.207486	0.124334	0.0382036	0.0125053	0.108301	0.0394106	0.0236982	0.017178	0.00567375	0.0152911	0.0298126	0.226911	0.17057	0.162746	0.285179	0.0352595	0.0287974	0.212523	0.176407	0.531323	1.02737	2.2649	4	1.536394
83000	-542.2826	-572.6118	30.32917	2	3.344775	0.202789	0.00333818	0.0714735	0.0912523	0.0114725	0.00143821	0.0768989	0.176861	0.0272863	0.0606936	0.151302	0.315119	0.0537225	0.35558	0.0283112	0.0380244	0.292282	0.414293	0.748992	1.08376	1.75296	4	1.957845
84000	-512.5845	-568.533	55.94854	10	0.6592745	0.169309	0.00960078	0.0303943	0.0812262	0.062545	0.00347609	0.0307679	0.0398824	0.0189099	0.0272428	0.163731	0.11878	0.107371	0.199832	0.0264227	0.00138659	0.291187	0.0655198	0.343664	0.908789	2.68203	5	1.382064
