Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	brlens[114]	brlens[115]	brlens[116]	brlens[117]	brlens[118]	brlens[119]	brlens[120]	brlens[121]	brlens[122]	brlens[123]	brlens[124]	brlens[125]	brlens[126]	brlens[127]	brlens[128]	brlens[129]	brlens[130]	brlens[131]	brlens[132]	brlens[133]	brlens[134]	brlens[135]	brlens[136]	brlens[137]	brlens[138]	brlens[139]	brlens[140]	brlens[141]	brlens[142]	brlens[143]	brlens[144]	brlens[145]	brlens[146]	brlens[147]	brlens[148]	brlens[149]	brlens[150]	brlens[151]	brlens[152]	brlens[153]	brlens[154]	brlens[155]	brlens[156]	brlens[157]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
10000	-6338.645	-6396.517	57.87137	10	2.314424	0.0127954	0.14804	0.000954384	0.048221	0.0444154	0.0576091	0.0173754	0.0267551	0.0563172	0.0140572	0.0125164	0.0117711	0.00740574	0.0171134	0.00339434	0.0298042	0.0549429	0.0479034	0.171812	0.0452381	0.0247361	0.0340046	0.105189	0.0437914	0.12399	0.0103315	0.0525971	0.00140523	0.0373431	0.0931913	0.0131526	0.0547589	0.00639065	0.00416301	0.00332631	0.0229248	0.0120226	0.0245016	0.0560314	0.149669	0.105098	0.111621	0.00701821	0.0461298	0.179206	0.0702944	0.00300931	0.0294025	0.0264766	0.0781525	0.0576667	0.104083	0.0800986	0.072226	0.0225271	0.0304976	0.026851	0.0208024	0.014976	0.000684137	0.000853597	0.128942	0.219118	0.0348141	0.0443533	0.0378092	0.029871	0.0269774	0.00624551	0.00462756	0.0428565	0.083204	0.132824	0.123097	0.110861	0.150849	0.0329321	0.00454904	0.09382	0.00459114	0.0438503	0.274463	0.148359	0.00771356	0.0279815	0.243179	0.162392	0.0905803	0.135282	0.110542	0.0747757	0.0684855	0.00203338	0.191959	0.45211	0.0686932	0.0421394	0.179947	0.00427725	0.235922	0.00445017	0.0179738	0.0289339	0.387461	0.0152789	0.0033744	0.0290247	0.0947102	0.00749556	0.545627	0.147073	0.0191214	0.033845	0.0627443	0.018976	0.272187	0.021041	0.129086	0.228319	0.00806175	0.0361889	0.00400652	0.143773	0.104724	0.273929	0.0132503	0.21482	0.0275368	0.0165843	0.0523964	0.0623744	0.0428251	0.00317526	0.0570376	0.0309699	0.280611	0.0462994	0.117288	0.300372	0.0883485	0.370064	0.255288	0.0207916	0.247548	0.0764734	0.100374	0.109079	0.0365903	0.00453327	0.0357437	0.0338999	0.0146429	0.0398886	0.0358549	0.00662812	0.246264	0.0723949	0.328125	0.684763	1.07618	1.91093	5	12.36402
11000	-6351.798	-6406.137	54.33894	10	2.367281	0.0478064	0.147718	0.0128457	0.0312356	0.0100678	0.00214251	0.00469089	0.0340816	0.113854	0.00811586	0.014173	0.0198148	0.0104404	0.0196358	4.39641e-05	0.0686491	0.073785	0.0206171	0.100764	0.0251426	0.0466777	0.061701	0.0837723	0.010441	0.0939234	0.0390546	0.0233037	0.0715496	0.0529391	0.0195124	0.00962744	0.0085754	0.00968766	0.000972383	0.00992628	0.0245846	0.00279515	0.0277684	0.0424423	0.112298	0.101151	0.0463644	0.0157369	0.233899	0.0147423	0.28095	0.0049359	0.0491237	0.0108809	0.0581897	0.0196009	0.0550949	0.0857136	0.0782701	0.0222532	0.0191104	0.0299502	0.0435395	0.0369097	0.00396567	0.00490419	0.0684235	0.162705	0.040427	0.0309691	0.0232825	0.0261883	0.0292848	0.0699858	0.0463029	0.0469959	0.0517379	0.169318	0.0810569	0.0720259	0.0954764	0.00186437	0.00901999	0.131504	0.0443668	0.066515	0.0299718	0.127226	0.0113973	0.14461	0.22341	0.151262	0.0173387	0.167152	0.156382	0.0608856	0.0900762	0.0161775	0.0792569	0.563394	0.102501	0.181621	0.0435667	0.0557966	0.119314	0.0175399	0.0272489	0.0597782	0.515241	0.025522	0.0275453	0.00306078	0.0677058	0.0167361	0.24687	0.128684	0.0177643	0.0441709	0.172752	0.0123686	0.281055	0.00450924	0.140851	0.227229	0.0154578	0.0780037	0.00715927	0.153938	0.234446	0.380266	0.00262116	0.125675	0.0290567	0.0664276	0.064367	0.126777	0.0542232	0.00136771	0.0562121	0.0673847	0.245178	0.0714184	0.0284709	0.186719	0.153184	0.397163	0.350237	0.00279775	0.0961941	0.00231861	0.0861914	0.0593508	0.0371857	0.054767	0.0298338	0.0940661	0.0419089	0.119471	0.071868	0.0479393	0.0584176	0.0939254	0.333501	0.689136	1.07695	1.90041	5	12.16987
12000	-6330.049	-6385.518	55.46947	10	1.981013	0.0242353	0.142362	0.0253596	0.0165024	0.0425257	0.00625983	0.0479241	0.0424686	0.0141281	0.000871392	0.0209757	0.0148604	0.00244435	0.0423648	0.000104218	0.0582604	0.0772994	0.000117735	0.134857	0.0312846	0.0573658	0.0270586	0.080414	0.0231821	0.110468	0.0240114	0.0335853	0.0313721	0.00240869	0.0531179	0.00170345	0.011167	0.00458908	0.00971585	0.0152622	0.0483864	0.0119288	0.0398805	0.0524954	0.189509	0.026773	0.00566239	0.0179178	0.0197482	0.115481	0.140071	0.0182814	0.0288408	0.0169762	0.0655879	0.049	0.11028	0.0218519	0.0475092	0.0328509	0.0290685	0.0351489	0.00461781	0.0253189	0.00531666	0.00188928	0.0746773	0.230184	0.00822732	0.0261988	0.0144112	0.00967174	0.0122066	0.040014	0.0288672	0.0427121	0.0135557	0.155148	0.119779	0.063578	0.139925	0.0059924	0.0238339	0.0943825	0.00357593	0.0720224	0.0495532	0.0735804	0.00563442	0.0700277	0.171573	0.131924	0.16218	0.201304	0.133756	0.0206246	0.0411586	0.0179682	0.252525	0.306249	0.10523	0.0468608	0.0905832	0.0914225	0.0497919	0.048499	0.052951	0.0610839	0.508604	0.000606444	0.00521655	0.0344453	0.0248348	0.0623041	0.705265	0.149784	0.0417357	0.0498746	0.187988	0.00669255	0.290926	0.0105914	0.0965904	0.47693	0.0139286	0.0862088	0.0415239	0.050172	0.15128	0.521649	0.0162118	0.113047	0.0387703	0.139268	0.0430646	0.14658	0.029431	0.0197868	0.101129	0.0566021	0.0619567	0.0489227	0.0712039	0.184274	0.0701229	0.335255	0.357054	0.0344616	0.147591	6.24692e-05	0.139383	0.0626044	0.0356715	0.177014	0.0498359	0.155856	0.0313262	0.0249128	0.10116	0.265462	0.0759662	0.0378583	0.290998	0.652979	1.06951	1.98652	5	12.44346
13000	-6320.703	-6378.288	57.58554	10	2.453187	0.0688123	0.12051	0.0141105	0.0123675	0.03272	0.00176481	0.00695771	0.0161419	0.063055	0.00794905	0.0207887	0.0284751	0.00755348	0.0123114	0.0227032	0.0513461	0.0440454	0.000930126	0.0472618	0.0388468	0.0592689	0.0206269	0.138102	0.0172018	0.126231	0.0399154	0.00782106	0.0381585	0.000187762	0.0648157	0.0249241	0.0158884	0.0119594	0.00618576	0.00182016	0.0364732	0.00363575	0.033263	0.0841736	0.15449	0.0575948	0.0382799	0.0161364	0.249227	0.204561	0.168706	0.00261866	0.0311615	0.0152306	0.0706365	0.116881	0.0512176	0.048398	0.027641	0.023454	0.0347336	0.0199582	0.0087392	0.0161175	0.000693838	7.39205e-05	0.109055	0.153757	0.0836095	0.0208206	0.0148451	0.0321196	0.0306106	0.0944956	0.0455684	0.0220882	0.00959265	0.138341	0.159812	0.0806718	0.0688222	0.0122904	0.0293356	0.0778311	0.00821855	0.019212	0.094134	0.0354247	0.0226498	0.0111528	0.235745	0.0547355	0.0148774	0.234211	0.119806	0.0124097	0.0678374	0.00894287	0.0368846	0.320286	0.0622118	0.136836	0.0993686	0.0523597	0.013053	0.0728155	0.0782164	0.0659954	0.444196	0.0119541	0.00772093	0.0371602	0.0292201	0.0276002	0.678574	0.0287923	0.00677605	0.0063559	0.184491	0.0183808	0.121033	0.0357765	0.0769865	0.326998	0.028531	0.107339	0.00255756	0.0410626	0.15176	0.346795	0.0246284	0.0731163	0.031718	0.1429	0.0733446	0.120262	0.0359385	0.00058628	0.0986815	0.0899179	0.16981	0.0240924	0.0634939	0.179359	0.112794	0.329133	0.327362	0.0473611	0.196299	0.0197428	0.15981	0.164375	0.0686624	0.169278	0.104595	0.235705	0.0276781	0.0979359	0.0630876	0.141085	0.0831598	0.0349537	0.341973	0.695918	1.07808	1.88403	5	11.99783
14000	-6355.943	-6400.665	44.7221	10	2.313247	0.0784014	0.0836697	0.00828595	0.0072619	0.0655323	0.000659259	0.00546539	0.00194826	0.0466396	0.0040461	0.0196852	0.00660304	0.0103374	0.00242892	0.0144745	0.0517649	0.0143356	0.0141565	0.127348	0.0192951	0.103408	0.0412101	0.0641526	0.0438515	0.0462145	0.00903271	0.0332203	0.118554	0.00871741	0.0403225	0.0274874	0.0576667	0.0114097	0.00354515	0.0222752	0.0155829	0.00808187	0.0280371	0.0502079	0.132404	0.0853402	0.0957242	0.012101	0.083251	0.0290514	0.236562	0.000332395	0.0204848	0.0336285	0.0757107	0.0160939	0.121782	0.0663417	0.0393688	0.036123	0.0181326	0.027519	0.020007	0.0503747	0.0030125	0.00178944	0.0832105	0.195362	0.0799988	0.0384864	0.0163157	0.0124673	0.0379609	0.0705451	0.0267568	0.0207705	0.0813986	0.212575	0.119063	0.0975617	0.110747	0.051737	0.0464517	0.0555863	0.0416798	0.0269105	0.124776	0.0048602	0.000535815	0.0614884	0.20051	0.0452707	0.050367	0.102861	0.15513	0.000803716	0.0979299	0.0293541	0.00741571	0.373007	0.0472585	0.113399	0.174102	0.0559093	0.050216	0.0846686	0.0161937	0.094983	0.431199	0.0162408	0.0235831	0.00825914	0.0884543	0.00877206	0.639697	0.119765	0.0997915	0.0161022	0.0735315	0.0339119	0.19023	0.00223464	0.111253	0.396483	0.0390104	0.328606	0.00725305	0.0252819	0.141008	0.353997	0.00758076	0.00594627	0.0287795	0.213632	0.0751384	0.0344813	0.0360794	0.00431717	0.132044	0.0514987	0.184049	0.00713661	0.0857341	0.369287	0.118166	0.257107	0.282673	0.0441842	0.163432	0.0319357	0.0737818	0.0117577	0.0037561	0.257645	0.149109	0.107288	0.0258675	0.111358	0.0533176	0.225827	0.124049	0.0506685	0.328004	0.684664	1.07616	1.91117	5	12.31937
15000	-6316.195	-6397.242	81.04694	10	1.992593	0.0182626	0.116082	0.00637813	0.0116862	0.0594245	0.0149259	0.00516288	0.00494262	0.025806	0.0016398	0.0162678	0.0256528	0.0161277	0.0180016	0.00308018	0.0456844	0.0304298	0.00725818	0.0808747	0.048983	0.0913383	0.0483018	0.0366215	0.0591552	0.262687	0.0562844	0.00150579	0.0612165	0.0575458	0.0422992	0.0183885	0.0484331	0.00693012	0.0129067	0.00281438	0.030644	0.011796	0.0313913	0.0307069	0.162357	0.0904443	0.0142251	0.00472723	0.034285	0.22971	0.2154	0.00325542	0.0078613	0.00471505	0.0842106	0.0254466	0.0888484	0.050326	0.0482718	0.0143315	0.0119923	0.0260713	0.0190572	0.0129663	0.00370914	0.000712991	0.0701937	0.179603	0.063336	0.037926	0.00771865	0.0520151	0.00419112	0.12257	0.0278589	0.0654805	0.00329072	0.104213	0.0641905	0.0614026	0.064176	0.0399146	0.0315751	0.0994861	0.0104138	0.0512701	0.00976186	0.00127127	0.0102121	0.0194493	0.178905	0.106206	0.0266357	0.130814	0.24215	0.00305149	0.0826794	0.00401142	0.051451	0.326488	0.0353844	0.223673	0.0693666	0.181255	0.0594059	0.0468729	0.0373658	0.0512223	0.23469	0.0102199	0.00855047	0.0097051	0.0590319	0.0582973	0.636197	0.112685	0.0638872	0.0534155	0.0486798	0.118155	0.107585	0.0148527	0.167251	0.286638	0.0310602	0.160635	0.0102379	0.0890519	0.12359	0.355822	0.0142408	0.116304	0.0132726	0.0343382	0.0376411	0.0468482	0.00580499	0.0223231	0.0540924	0.0193331	0.0249059	0.0149536	0.0698101	0.296797	0.0875638	0.320543	0.183585	0.0345271	0.23863	0.0555426	0.0392999	0.0235251	0.00357765	0.141477	0.0696524	0.159321	0.00296705	0.0608544	0.0478269	0.211604	0.0611725	0.00979713	0.292389	0.654224	1.0698	1.98358	5	10.96139
16000	-6347.984	-6411.919	63.9349	10	2.504693	0.0589656	0.0806062	0.0195743	0.0137629	0.0416074	0.00932459	0.0266089	0.00074391	0.0428564	0.0221906	0.012542	0.0232591	0.015624	0.010601	0.00931907	0.0117154	0.0426145	0.0139285	0.123284	0.0393254	0.0557948	0.0386039	0.0991723	0.000950599	0.111427	0.0203024	0.00754664	0.00519905	0.0570867	0.0382554	0.0152828	0.0320378	0.0103255	0.00294098	0.0079206	0.0350667	0.00122393	0.0280766	0.0875267	0.0920766	0.0897732	0.115676	0.00147139	0.150199	0.101117	0.162851	0.014919	0.025677	0.025138	0.0966296	0.050009	0.0706282	0.106551	0.0638675	0.0054677	0.0057595	0.0275658	0.0210127	0.0168186	0.00151957	0.00118176	0.112661	0.144984	0.105112	0.0683922	0.00629733	0.00257945	0.00538268	0.0762304	0.0161865	0.0213105	0.0613568	0.158595	0.0613231	0.0817186	0.106254	0.00371019	0.0185995	0.0359086	0.000481808	0.00884823	0.0569599	0.00115872	0.0620365	0.41951	0.148344	0.176483	0.156764	0.197767	0.118464	0.00956854	0.160546	0.0024056	0.155724	0.11289	0.128073	0.164828	0.107115	0.00752109	0.10386	0.0515768	0.0574346	0.0132849	0.386454	0.000760666	0.000428285	0.0109525	0.0743533	0.13514	0.628228	0.24609	0.176437	0.0266144	0.0419387	0.106905	0.205871	0.0162989	0.0894475	0.345104	0.0381915	0.0221657	0.00254148	0.0694169	0.216622	0.337146	0.0320613	0.00459121	0.0173027	0.0907267	0.0519493	0.00825359	0.0202282	0.018618	0.17478	0.0154943	0.0701848	0.01582	0.0607255	0.170678	0.0695427	0.238536	0.250927	0.0237188	0.0413941	0.045405	0.0824831	0.0198489	0.0147947	0.0751063	0.158945	0.125426	0.0210341	0.065304	0.051931	0.0593391	0.117505	0.0321609	0.346901	0.699803	1.07868	1.87461	5	11.44927
17000	-6380.518	-6420.508	39.99057	10	2.134865	0.0545918	0.0542054	0.00873784	0.0228639	0.0534459	0.0188038	0.00601048	0.00975325	0.0443916	0.00730322	0.0107045	0.0245583	0.000420621	0.00411909	0.0181759	0.052601	0.098549	0.00254525	0.166176	0.0237471	0.074442	0.0456571	0.0449319	0.0379162	0.161662	0.0227983	0.0133214	0.0307449	0.0158942	0.133342	0.026872	0.0562278	0.0102195	0.00299893	0.0086426	0.0236165	0.00466431	0.033187	0.0347929	0.148169	0.106231	0.030577	0.00449505	0.0532744	0.258057	0.220618	0.00492848	0.0199009	0.0226205	0.0946435	0.0444043	0.0552036	0.0729311	0.0601343	0.0300094	0.0438451	0.0480918	0.0167586	0.0298392	0.000332374	0.00271013	0.178905	0.185529	0.0714069	0.0527948	0.0164164	0.00274472	0.0147589	0.0693135	0.0244277	0.0491784	0.191206	0.12929	0.0545698	0.100143	0.250444	0.0557236	0.0475792	0.133619	0.0265842	0.00775736	0.0551746	0.00432486	0.0443977	0.130566	0.332953	0.25475	0.0223179	0.151308	0.120498	0.069474	0.01707	0.00579481	0.0849655	0.128815	0.12135	0.022319	0.287605	0.204904	0.185729	0.0914229	0.0159661	0.0107927	0.360132	0.0224846	0.017488	0.0322758	0.0327095	0.515767	0.772438	0.0725808	0.123989	0.0245525	0.12034	0.0710676	0.462872	0.0389956	0.110614	0.506364	0.0143027	0.0697717	0.0119186	0.0780573	0.031285	0.259235	0.0378256	0.0336943	0.00838331	0.195195	0.0971236	0.0732001	0.012019	0.0886017	0.0337932	0.0204117	0.284185	0.00854018	0.0664151	0.349568	0.0175545	0.444597	0.263718	0.0112261	0.00373605	0.0995175	0.0648507	0.0586023	0.00414216	0.137287	0.021974	0.00959829	0.00335287	0.131621	0.0479038	0.0419673	0.266724	0.0155939	0.308859	0.668629	1.07302	1.94949	5	13.55846
18000	-6330.885	-6387.481	56.59502	10	2.056853	0.0271572	0.0854702	0.0231155	0.0299579	0.0600562	0.0117934	0.00194031	0.000815229	0.0279167	0.00325954	0.0146201	0.0327236	0.00185774	0.018845	0.0135496	0.110033	0.0504087	0.0143672	0.165726	0.0196013	0.0592706	0.0497815	0.0428186	0.0514876	0.0533342	0.00791569	0.0235627	0.0457177	0.0330073	0.0697836	0.000671385	0.0201543	0.0153382	0.0186499	0.0146988	0.0257744	0.0112834	0.0224233	0.0111925	0.13685	0.165643	0.0148863	0.0358979	0.123068	0.108517	0.116042	0.00223787	0.00926107	0.0167958	0.12836	0.0226574	0.0126493	0.0607256	0.0427855	0.0158212	0.015178	0.0358789	0.00851976	0.0307798	0.00360062	0.000830068	0.140391	0.235194	0.0199883	0.0327421	0.0231356	0.00991986	0.0188199	0.0967084	0.0345304	0.109591	0.0870662	0.0691404	0.130353	0.109525	0.122542	0.00896143	0.0088309	0.124689	0.00116851	0.0110874	0.0996181	0.0689502	0.0184923	0.114995	0.237215	0.140965	0.127707	0.141235	0.116124	0.00937321	0.0716582	0.01575	0.217787	0.167489	0.0712039	0.145996	0.0406202	0.0549827	0.19966	0.0163237	0.0298313	0.0170763	0.410834	0.0105076	0.0473128	0.0443924	0.0257039	0.0632846	0.592291	0.178198	0.0659487	0.019864	0.176247	0.0341965	0.123461	0.0449848	0.301758	0.420025	0.0236281	0.0113092	0.00683239	0.102458	0.0546651	0.308514	0.139111	0.0064345	0.0832735	0.0563379	0.0279476	0.253481	0.0218084	0.140388	0.0732968	0.0199276	0.265252	0.0700596	0.0319551	0.235693	0.0505005	0.41663	0.25219	0.0117077	0.0413473	0.0262137	0.131413	0.0184667	0.0192846	0.0749525	0.0414202	0.14547	0.0245778	0.150958	0.0497509	0.0689727	0.474752	0.00926733	0.299968	0.660926	1.07135	1.96776	5	12.41376
19000	-6362.976	-6412.47	49.49368	10	1.830975	0.117527	0.106152	0.0320286	0.00360469	0.0255725	0.014428	0.0507436	0.0495928	0.0103593	0.00370652	0.0161322	0.0194197	0.00569135	0.0270287	0.000377354	0.0287604	0.0352349	0.00810655	0.0901599	0.0018086	0.073716	0.0211763	0.0631574	0.0258211	0.143925	0.00739834	0.0278647	0.0410389	0.002775	0.105048	0.00879856	0.0601254	0.00827825	0.0135993	0.00229019	0.0118725	0.00251564	0.0223773	0.053826	0.0883314	0.0966475	0.0524838	0.0209806	0.0401092	0.0360807	0.104217	0.00746525	0.00628097	0.0197504	0.0924847	0.121499	0.0222069	0.0750272	0.0500095	0.0326102	0.00851802	0.0220333	0.0249759	0.0282894	0.000339702	0.00573792	0.0914569	0.17197	0.0339521	0.0350048	0.0188472	0.0141061	0.0158649	0.0213935	0.0220917	0.01756	0.0929244	0.133734	0.0966503	0.108594	0.121327	0.00157803	0.00942899	0.116556	0.0207838	0.010454	0.0608167	0.146051	0.0111585	0.0940648	0.211631	0.10753	0.0526213	0.135195	0.167368	0.0229985	0.0779261	0.010935	0.0751048	0.284702	0.11763	0.089753	0.0521219	0.0828615	0.265519	0.0573579	0.00576143	0.0601678	0.525866	0.00186896	0.0302516	0.0209444	0.0081411	0.121687	0.784469	0.204761	0.0198181	0.0343816	0.151212	0.0521824	0.0949281	0.0146621	0.037206	0.552695	0.0454226	0.126703	0.00563229	0.0317233	0.146469	0.421704	0.091826	0.00572232	0.080877	0.132042	0.0558053	0.0526843	0.0157457	0.0122054	0.032169	0.0396984	0.19202	0.00863919	0.0677529	0.300503	0.0886919	0.351473	0.00471807	0.0284166	0.175772	0.0679792	0.0725687	0.0237175	0.000704126	0.0999491	0.00754958	0.117306	0.0391807	0.0591424	0.0652964	0.109895	0.251251	0.0644368	0.272228	0.635746	1.06512	2.02691	5	11.79014
20000	-6321.993	-6390.187	68.19427	10	2.639912	0.0504792	0.0977673	0.00760519	0.0416584	0.0584938	0.0176155	0.00286175	0.00197145	0.0418498	0.00167886	0.00440762	0.0141375	0.00713319	0.0311173	0.0023328	0.0688393	0.0584676	0.00714739	0.0797298	0.00500063	0.0881205	0.0396394	0.0616618	0.0588792	0.117869	0.0180337	0.0248738	0.00732129	0.0546108	0.0633426	0.00834515	0.0511652	0.0110095	0.0176581	0.00219398	0.0206795	0.0100501	0.0345851	0.0566265	0.135774	0.0796498	0.0110806	0.0621895	0.0825576	0.281038	0.060343	0.0146937	0.0236849	0.0153474	0.0972561	0.0623187	0.0207411	0.0837618	0.0482832	0.0227764	0.0212551	0.0206982	0.0282915	0.0142866	0.000611901	0.00344966	0.0789002	0.129417	0.0616744	0.0631581	0.0160074	0.00844037	0.0148267	0.068368	0.0324804	0.0378018	0.00988711	0.141689	0.111177	0.071383	0.0449263	0.0056651	0.0215194	0.0621659	0.00603653	0.03137	0.0626903	0.135387	0.0322403	0.0445677	0.244229	0.16146	0.0794433	0.136035	0.103946	0.0200352	0.163194	0.00334985	0.0944793	0.150395	0.0653526	0.08116	0.0808073	0.0279991	0.299158	0.0628055	0.0132619	0.0294005	0.345369	0.0217708	0.0088198	0.0284762	0.0207564	0.339951	0.77943	0.140846	0.0160932	0.0475201	0.0548302	0.00849183	0.225901	0.00305143	0.159984	0.415196	0.188225	0.143379	0.00346702	0.055841	0.0227558	0.331528	0.028776	0.00670695	0.044995	0.168693	0.0636917	0.0569847	0.0119932	0.00970467	0.152897	0.0157587	0.151311	0.0261485	0.0796071	0.346526	0.0840544	0.387117	0.0175291	0.02097	0.0734887	0.0759944	0.0112693	0.00929442	7.92187e-05	0.100932	0.0799589	0.162939	0.1614	0.0675876	0.0533722	0.0188125	0.085079	0.0116189	0.359332	0.709417	1.08005	1.8512	5	11.59231
21000	-6361.23	-6411.302	50.07134	10	2.176137	0.0520184	0.0636287	0.0178606	0.0109703	0.0197352	0.0107636	0.0144822	0.00275999	0.0151494	0.0145484	0.04297	0.00280947	0.00482976	0.0239465	0.00407282	0.0410884	0.0782838	0.00769587	0.0670501	0.0378222	0.0114254	0.096057	0.066572	0.0475004	0.168387	0.0431138	0.00539476	0.0350488	0.0233888	0.0310403	0.000133379	0.0537118	0.00200081	0.00822609	0.00232999	0.0219938	0.00892732	0.0467461	0.00389274	0.211201	0.158484	0.0831007	0.00742446	0.0430427	0.132176	0.206956	0.0144866	0.0094904	0.0301792	0.0915696	0.00863919	0.0225488	0.047815	0.0798413	0.025196	0.010832	0.0476645	0.0151742	0.0137685	0.00744422	0.00214413	0.122592	0.199839	0.0280252	0.0280026	0.0057302	0.0504253	0.0410781	0.0989484	0.00840652	0.0323195	0.0808537	0.170951	0.0787199	0.155164	0.0793149	0.06531	0.0096725	0.103073	0.0294164	0.0220595	0.0333497	0.0091144	0.0125207	0.121421	0.251522	0.337108	0.118635	0.261837	0.186243	0.0124418	0.0647206	0.0143408	0.00687735	0.177578	0.144705	0.0138322	0.0760179	0.0948203	0.323984	0.0325281	0.0233504	0.0735249	0.412265	0.0244117	0.0209374	0.0469854	0.0575233	0.390003	0.518019	0.24879	0.0266865	0.0352811	0.159404	0.00982457	0.209954	0.0224583	0.0624726	0.380879	0.0697301	0.115291	0.0423078	0.073964	0.0500801	0.307534	0.0164521	0.00319625	0.0870583	0.173393	0.0400254	0.152508	0.0125603	0.0201079	0.149871	0.00550579	0.172795	0.0137349	0.075509	0.210662	0.228207	0.222461	0.000300717	0.0213467	0.170174	0.0304748	0.00553205	0.0441538	0.000816331	0.0785947	0.0446171	0.0850825	0.0129454	0.0305926	0.0774607	0.0691162	0.147266	0.0362418	0.313431	0.672526	1.07383	1.94021	5	12.00149
22000	-6351.9	-6411.445	59.54505	10	1.690442	0.0676701	0.106027	0.00699892	0.0232448	0.0547611	0.0409639	0.0166283	0.00147711	0.0445549	0.00217944	0.0434692	0.0141072	0.0216077	0.0177991	0.0108479	0.0288702	0.0753107	0.00298737	0.00985597	0.0558754	0.0338098	0.0292544	0.122305	0.0214408	0.224196	0.0102216	0.0339821	0.0290732	0.0043851	0.0640718	0.00336964	0.01158	0.00847176	0.00555565	0.00492795	0.0489125	0.00158483	0.0325275	0.0559218	0.175891	0.0504576	0.00885237	0.11635	0.0340768	0.00774362	0.102271	0.0111388	0.0147379	0.0218954	0.0550373	0.0614879	0.127518	0.0133573	0.0983939	0.0238035	0.00913277	0.0232841	0.0116952	0.0261136	0.00544665	0.000299233	0.178359	0.209048	0.0738699	0.0119123	0.00968447	0.0296497	0.0464772	0.0717422	0.0412349	0.0697554	0.0417246	0.095935	0.0992562	0.0869895	0.088785	0.0474844	0.0294521	0.102233	0.0190004	0.0343305	0.0416486	0.0248177	0.0179947	0.102475	0.267563	0.224335	0.148707	0.0927823	0.0842397	0.00605446	0.0549964	0.00787225	0.115457	0.132292	0.0540574	0.0511721	0.0636524	0.0551451	0.155679	0.00319473	0.0061154	0.00506601	0.436625	0.0596913	0.0127545	0.0306278	0.0111232	0.566826	0.65078	0.0631197	0.025161	0.0287767	0.0743404	0.0105396	0.153891	0.0538419	0.0676123	0.136141	0.00230067	0.0657474	0.0472975	0.13757	0.0372035	0.428066	0.118212	0.0398366	0.225058	0.276698	0.0984977	0.105254	0.0138126	0.0090462	0.163787	0.0110919	0.37106	0.0177359	0.044234	0.246985	0.0199337	0.425484	0.0483433	0.0654567	0.0866026	0.107094	0.0876842	0.109302	0.0562745	0.109486	0.0019698	0.118398	0.0197874	0.033853	0.0835692	0.15153	0.168876	0.070552	0.2533	0.617464	1.05989	2.06934	5	12.0976
