Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
297000	-701.2637	-722.8236	21.55988	10	1.252668	0.091319	0.0110626	0.0531891	0.247902	0.106852	0.0536424	0.117355	0.279282	0.104224	0.00750717	0.119445	0.048599	0.00285712	0.0366533	0.00238365	0.0296807	0.00922526	0.0150103	0.0613463	0.039398	0.0146973	0.11116	0.00545371	0.0118973	0.0854663	0.00820151	0.0391159	0.503568	0.230136	0.0543237	0.166609	0.393089	0.0590963	0.0229403	0.0775127	0.00586184	0.105683	0.119487	0.289537	0.26102	0.0409633	0.0171258	0.0912389	0.0280889	0.0867635	0.0236147	0.00163903	0.0909891	0.0332799	0.0720584	0.184594	0.184468	0.541444	1.03187	2.24222	5	4.672144
298000	-691.215	-707.7824	16.56745	2	2.747317	0.00829246	0.0933439	0.0247092	0.232766	0.163103	0.00945367	0.031152	0.0881176	0.0400317	0.0458246	0.00993633	0.0170344	0.00331965	0.0853706	0.00624444	0.0195098	0.014366	0.061833	0.00445253	0.0384503	0.0559712	0.0502102	0.0199671	0.0127233	0.0336268	0.00290171	0.0140877	0.116487	0.266556	0.045295	0.265771	0.135671	0.171828	0.0288172	0.191382	0.0117208	0.00271927	0.0179659	0.177913	0.386519	0.112678	0.066685	0.34884	0.0539127	0.00532675	0.0784438	0.231595	0.107559	0.0571898	0.00733136	0.061673	0.368717	0.716503	1.08095	1.83383	4	4.136678
299000	-701.675	-723.524	21.84906	10	2.329343	0.0527499	0.0696422	0.184897	0.0989036	0.0671728	0.0933298	0.0851178	0.0399855	0.095525	0.000510155	0.0820059	0.00397087	0.0089164	0.0131405	0.00180115	0.0245459	0.0225117	0.0785192	0.00560164	0.0224046	0.0958468	0.102239	0.0444151	0.017045	0.0504518	0.00342137	0.016141	0.17216	0.222408	0.0242169	0.0254135	0.038476	0.245147	0.270876	0.0478444	0.107329	0.0368061	0.192374	0.191476	0.242179	0.305219	0.146747	0.0545297	0.219388	0.0106481	0.0637027	0.0704426	0.00461558	0.0138152	0.0108508	0.181163	0.329656	0.686014	1.0764	1.90793	5	4.27864
300000	-721.0402	-735.893	14.85274	10	1.437603	0.0238204	0.131024	0.00893577	0.247831	0.00398705	0.0330781	0.0643308	0.0830422	0.0245567	0.113963	0.0133857	0.00300806	0.0973874	0.0993303	0.00576343	0.0139604	0.00519369	0.103079	0.0601601	0.0909014	6.43578e-05	0.0463318	0.00746824	0.0318476	0.097378	0.0124414	0.00576013	0.0944852	0.337573	0.0114572	0.128428	0.0874727	0.284651	0.130913	0.37585	0.062498	0.0111769	0.0265299	0.644013	0.0107472	0.114712	0.13349	0.0470343	0.061091	0.565191	0.0153274	0.0362683	0.137865	0.0621448	0.0419158	0.165995	0.215521	0.57783	1.04654	2.16011	5	5.01486
301000	-702.0636	-723.8304	21.76683	10	1.105173	0.073391	0.0175498	0.142976	0.330395	0.0312273	0.0374797	0.010993	0.00343298	0.0567082	0.162602	0.00232067	0.031916	0.0154975	0.076269	0.00299739	0.024249	0.0167118	0.0384042	0.0299076	0.000474746	0.000498144	0.120095	0.00745773	0.0736612	0.0298155	0.024582	0.0618365	0.0592847	0.00818085	0.0480422	0.0173837	0.0142621	0.315635	0.0410512	0.121298	0.0525355	0.392769	0.0460812	0.0347002	0.285061	0.206402	0.386764	0.171231	0.15794	0.348258	0.0591244	0.0212667	0.0084078	0.00325049	0.0896016	0.0800105	0.157448	0.506232	1.01545	2.32087	5	4.39199
302000	-702.6121	-719.7349	17.12281	10	2.356611	0.0112063	0.0393474	0.298328	0.396089	0.0314335	0.0215657	0.00934871	0.0348447	0.159577	0.196894	0.0186626	0.0338374	0.0104959	0.100234	0.0367084	0.0709641	0.0210387	0.00780764	0.0757521	0.00576279	0.0175723	0.0445842	0.00611327	0.00403474	0.0259054	0.00563912	0.0847431	0.102201	0.00588562	0.217679	0.418124	0.284374	0.481826	0.0899999	0.0635491	0.0652244	0.232806	0.0244573	0.0441974	0.00630544	0.0696257	0.0468169	0.00304038	0.0793949	0.05415	0.00263344	0.124652	0.195439	0.0748332	0.0924039	0.106171	0.332426	0.688266	1.0768	1.90251	5	4.654279
303000	-707.3171	-725.1191	17.80198	10	2.78101	0.0548746	0.0302798	0.128229	0.267268	0.0559433	0.0416581	0.0127599	0.0775276	0.182618	0.0213765	0.00856004	0.00701844	0.169063	0.103125	0.017532	0.00673768	0.00709857	0.0217739	0.113942	0.0102056	0.125129	0.0285674	0.0156963	0.0130323	0.000401828	0.0183409	0.0558402	0.0621133	0.108952	0.0423359	0.257688	0.0568201	0.0596845	0.01609	0.338326	0.170103	0.0338433	0.321607	0.0425427	0.205243	0.0852323	0.0447483	0.345369	0.0629142	0.0316152	0.00773625	0.20452	0.0925837	0.139775	0.187608	0.0911519	0.371577	0.718634	1.0812	1.82859	5	4.603202
304000	-707.0154	-732.1486	25.13319	10	0.7503665	0.0156889	0.0332354	0.0710132	0.122474	0.0292406	0.047837	0.0239447	0.0169464	0.0960535	0.00317702	0.0247367	0.0446768	0.0255843	0.0506455	0.003251	0.0383013	0.00726445	0.0312057	0.0166881	0.0230709	0.084806	0.166999	0.0114016	0.00702237	0.0270348	0.00558956	0.0858569	0.0350467	0.120637	0.0981295	0.202741	0.0145469	0.0631747	0.117683	0.285523	0.0293285	0.248765	0.23218	0.171391	0.0193305	0.617391	0.0174762	0.0345114	0.193237	0.0846853	0.0448753	0.0983367	0.00987375	0.0473496	0.250651	0.0763859	0.084963	0.386356	0.942193	2.58649	5	4.226995
305000	-720.0776	-733.9408	13.86316	10	1.262974	0.0115741	0.00375713	0.177239	0.246343	0.0882378	0.0253328	0.00363304	0.112205	0.0623029	0.120938	0.0129299	0.0317106	0.0107577	0.149124	0.0247242	0.0835917	0.00043848	0.0159376	0.140107	0.0929837	0.159283	0.0666573	0.00557487	0.00818976	0.00871469	0.0195835	0.0344683	0.0423796	0.0228595	0.0713377	0.0725701	0.0252538	0.0218572	0.117818	0.101602	0.0691362	0.0835613	0.0723974	0.0796248	0.126528	0.0192933	0.436675	0.0890572	0.215352	0.232346	0.106606	0.00749184	0.358573	0.0387024	0.116392	0.453085	0.18628	0.543678	1.03283	2.23721	5	4.696837
306000	-696.9732	-714.0046	17.03145	10	2.116885	0.00571826	0.0198777	0.0103335	0.316743	0.0279853	0.0160527	0.08144	0.0517597	0.125068	0.039341	0.0528808	0.0226829	0.0455871	0.0127235	0.0270862	0.0027327	0.0199836	0.0261393	0.0658316	0.0172338	0.142689	0.0786206	0.0356459	0.0171919	0.0342337	0.0297001	0.0200753	0.171081	0.0322667	0.0885277	0.0419517	0.641363	0.211911	0.0626509	0.115726	0.33069	0.0162187	0.0201384	0.137669	0.0384611	0.0458744	0.0596645	0.104655	0.246921	0.144864	0.113376	0.15314	0.603898	0.102152	0.0223104	0.0878703	0.306839	0.666894	1.07266	1.95361	5	4.938735
307000	-722.878	-728.2387	5.360711	2	2.631185	0.000198182	0.145785	0.0519503	0.322444	0.197251	0.120987	0.0091694	0.0189569	0.00285092	0.0327771	0.0230969	0.0137558	0.0359891	0.117873	0.00635493	0.0948928	0.0157525	0.00755437	0.0656203	0.0042034	0.020977	0.124257	0.0502584	0.00293393	0.0434545	0.00608543	0.0406834	0.0363747	0.0637721	0.183231	0.0398413	0.273517	0.115927	0.109384	0.0187068	0.0945259	0.0278871	0.13071	0.129178	0.0574187	0.395444	0.134201	0.216834	0.0289381	0.0667591	0.431991	0.664108	0.0398141	0.130565	0.114724	0.0703906	0.358551	0.708821	1.07997	1.85266	4	5.150355
308000	-715.5839	-721.9242	6.340287	2	2.812445	0.0467603	0.0390067	0.0897744	0.280837	0.234402	0.032936	0.123973	0.0845489	0.196083	0.0286832	0.00354614	0.0088805	0.0307756	0.0882997	0.0168364	0.0209671	0.000249119	0.0225241	0.133556	0.000884262	0.220984	0.0641681	0.0729116	0.00328999	0.0580499	0.0127601	0.022477	0.175804	0.152816	0.0545042	0.000477266	0.186982	0.13603	0.106727	0.213942	0.161213	0.127872	0.0486574	0.00510125	0.20418	0.0354155	0.00368354	0.0238287	0.0269008	0.3672	0.0934762	0.579335	0.107425	0.0475169	0.272965	0.103881	0.374211	0.720585	1.08142	1.82379	4	5.174095
309000	-711.5965	-718.5039	6.907353	2	3.189962	0.107239	0.00605725	0.211199	0.225388	0.0536549	0.0200089	0.027693	0.0455703	0.136532	0.31606	0.0433207	0.0159635	0.0068733	0.0901087	0.0496516	0.0478344	0.0309056	0.0330879	0.03712	0.00147827	0.0076012	0.0386765	0.0723364	0.0101639	0.0154397	0.0023575	0.0751644	0.200048	0.0746903	0.0293507	0.0838526	0.362567	0.23006	0.227796	0.0652394	0.0074827	0.0154183	0.00902441	0.356971	0.118172	0.135756	0.0839851	0.0179491	0.0569732	0.237659	0.0590094	0.227043	0.0198139	0.236204	0.216935	0.203144	0.403444	0.741531	1.08331	1.77172	4	5.002633
310000	-700.6547	-714.6682	14.01348	10	5.161475	0.0406289	0.00416935	0.0906375	0.225315	0.0924652	0.0272124	0.0701423	0.0944596	0.0220507	0.206424	0.009806	0.0305823	0.0274706	0.114492	0.00634079	0.0425556	0.010258	0.0701472	0.00797841	0.00444672	0.0402833	0.10446	0.0172765	0.00304564	0.0780009	0.00585028	0.00289736	0.0471174	0.0999624	0.230647	0.107902	0.152574	0.0231506	0.0392794	0.101154	0.209273	0.428862	0.112508	0.031401	0.0301109	0.237112	0.0554168	0.0874295	0.00935315	0.291117	0.0443302	0.038409	0.152713	0.421413	0.200145	0.0487497	0.508649	0.807729	1.08301	1.60061	5	4.649528
311000	-704.7399	-727.6362	22.89626	10	1.614067	0.0453991	0.025272	0.182884	0.0844148	0.0802404	0.0177443	0.0383206	0.0530143	0.096415	0.00487153	0.0510693	0.00699949	0.053563	0.022047	0.0208021	0.0706652	0.0467508	0.0107586	0.0330877	0.0209503	0.00298038	0.0689781	0.0815371	0.0137103	0.0166047	0.00269266	0.0221397	0.0382592	0.102061	0.0198068	0.121337	0.187246	0.0243895	0.062215	0.0293661	0.514635	0.281904	0.0990789	0.0276473	0.0585156	0.0352915	0.195032	0.346522	0.00882844	0.0802197	0.183475	0.00471787	0.239699	0.18141	0.414941	0.0469088	0.242418	0.606504	1.05647	2.09461	5	4.477419
312000	-717.2748	-724.8094	7.534548	10	3.755579	0.000681463	0.0233657	0.048484	0.278407	0.37754	0.180329	0.12474	0.232606	0.00871045	0.0248623	0.0772199	0.0274324	0.0627412	0.0975916	0.0246037	0.000234316	0.00394793	0.0577061	0.0355479	0.0411289	0.045728	0.0111267	0.0507182	0.0120418	0.185191	0.0167629	0.0293448	0.0469495	0.0191373	0.520418	0.00387906	0.125872	0.0227369	0.123186	0.125551	0.100885	0.148165	0.341299	0.320868	8.89781e-05	0.0827489	0.432175	0.0752084	0.000499221	0.0256983	0.123551	0.114181	0.419141	0.0265758	0.109825	0.246571	0.440409	0.766309	1.08435	1.70893	5	5.634002
313000	-695.8497	-711.2915	15.44181	10	2.041436	0.00160683	0.0171474	0.0505046	0.271718	0.09746	0.0155022	0.0050317	0.0319214	0.0688242	0.0050613	0.0565742	0.0216072	0.0160865	0.0301775	0.0186927	0.0212534	0.00461056	0.000751811	0.0732703	0.0771054	0.0525836	0.0246318	0.0274747	0.00279627	0.0374482	0.00843371	0.094078	0.0458351	0.0388893	0.118292	0.00804956	0.406367	0.0142495	0.0783486	0.158385	0.0208411	0.23757	0.107305	0.370782	0.0272962	0.201222	0.276972	0.173086	0.00471098	0.0126445	0.412614	0.00973337	0.147137	0.00668894	0.0648126	0.168359	0.298171	0.659349	1.07099	1.97149	5	4.242546
314000	-699.6502	-730.1725	30.52229	10	1.211008	0.0379692	0.00178747	0.0346245	0.180696	0.0200361	0.0606451	0.195415	0.0169267	0.00250867	0.0597342	0.0118362	0.0244808	0.0565374	0.0328543	0.016855	0.00744242	0.0337972	0.0265039	0.0112289	0.069653	0.000305922	0.0589582	0.0220548	0.0179729	0.10061	0.0115839	0.0410668	0.0534824	0.102838	0.154847	0.0515319	0.116127	0.178693	0.00510469	0.144681	0.0702909	0.0232942	0.016253	0.197151	0.097649	0.175927	0.0413953	0.135587	0.0327395	0.0205802	0.218805	0.101951	0.253664	0.171168	0.35288	0.0364871	0.177042	0.532132	1.02774	2.26309	5	3.907213
315000	-699.2697	-718.6661	19.39638	10	3.628867	0.0439782	0.0281712	0.154794	0.527743	0.0854475	0.000428447	0.110761	0.00422326	0.0851704	0.0995929	0.0225242	0.0254069	0.000446983	0.0388516	0.000991719	0.0643312	0.0137942	0.0785477	0.0423014	0.0130713	0.0261586	0.0597049	0.00657313	0.0757351	0.0157205	0.0367401	0.076344	0.0238604	0.0641935	0.116338	0.478443	0.0584984	0.148636	0.0138652	0.0302895	0.32938	0.0395802	0.122966	0.240257	0.0401694	0.0129737	0.108848	0.0150092	0.352483	0.152267	0.121367	0.0212959	0.0218997	0.0465328	0.32196	0.168211	0.432734	0.761311	1.08425	1.72171	5	4.786877
316000	-705.5839	-727.9415	22.35757	10	1.667073	0.0223402	0.0261217	0.26374	0.210229	0.0752506	0.0814854	0.00713084	0.0341504	0.0530308	0.0161204	0.0350268	0.0134977	3.93213e-05	0.00853549	0.00198071	0.0131719	0.0339245	0.0197066	0.0914791	0.0296763	0.346456	0.0379562	0.00406685	0.0057482	0.0492904	0.0165476	0.044073	0.151982	0.00259114	0.222173	0.275778	0.0580854	0.032297	0.304876	0.0260211	0.0796713	0.0279895	0.199575	0.0697783	0.0865473	0.0255883	0.0136487	0.122031	0.125848	0.130333	0.0727099	0.0789221	0.0133334	0.0217998	0.44324	0.145726	0.250017	0.614193	1.05889	2.0769	5	4.271321
317000	-726.7301	-741.2372	14.50705	10	2.018208	0.0348863	0.170835	0.0742182	0.145387	0.253107	0.0776143	0.0546508	0.00661708	0.29024	0.0711537	0.0531026	0.00308854	0.117432	0.0215926	0.09762	0.0278167	0.0088704	0.0415825	0.0777103	0.0559139	0.200526	0.089493	0.030937	0.0422144	0.077239	0.0251855	0.0349035	0.185363	0.00333568	0.000514863	0.314087	0.0318898	0.189099	0.0426121	0.00462453	0.264807	0.15641	0.470153	0.195844	0.0769171	0.00529912	0.00720834	0.0173739	0.204324	0.000666859	0.0355763	0.0749574	0.00668071	0.0364471	0.0178911	0.507716	0.295439	0.656936	1.07044	1.97719	5	5.033735
318000	-691.2105	-723.4083	32.19787	10	1.557885	0.094735	0.0802551	0.0576034	0.131993	0.0990263	0.0426998	0.0294293	0.0741384	0.029604	0.0360412	0.00834041	0.0234899	0.0714574	0.0554976	0.0226614	0.0182158	0.0052256	0.045523	0.000755281	0.0155717	0.00212163	0.0513131	0.00715237	0.00105119	0.0363761	0.00620557	0.0195408	0.0113232	0.0151238	0.186699	0.185397	0.00329478	0.0441566	0.229299	0.0154652	0.0627618	0.0169909	0.234538	0.189835	0.0603043	0.246799	0.0635003	0.171266	0.00231557	0.087146	0.37691	0.111603	0.0853186	0.0451734	0.0320217	0.135419	0.234128	0.597916	1.05365	2.11431	5	3.678686
319000	-716.7238	-728.2927	11.56885	2	3.249346	0.0354132	0.0346033	0.0489026	0.158359	0.105788	0.00747894	0.0340629	0.0805465	0.298313	0.111322	0.00610106	0.0451565	0.0545856	0.111108	0.00379094	0.0751246	0.0049611	0.0631319	0.0240071	0.0510525	0.0206876	0.0585728	0.0198654	0.00774678	0.114387	0.0258083	0.0481904	0.0230857	0.0158002	0.0177676	0.49799	0.0107733	0.00586064	0.00225815	0.0697371	0.260952	0.0733721	0.0196871	0.0828294	0.0590134	0.185321	0.0210182	0.576426	0.000967915	0.205231	0.0740046	0.133896	0.0715381	0.127912	0.0330385	0.245752	0.407677	0.744462	1.0835	1.76436	4	4.463297
320000	-718.603	-733.8069	15.20384	2	2.990519	0.0127004	0.022823	0.0486048	0.244307	0.166062	0.0814037	0.023692	0.00472449	0.193884	0.250765	0.110256	0.041902	0.0955095	0.145068	0.00435591	0.205246	0.0021024	0.00700562	0.061921	0.0473461	0.00461836	0.0558113	0.00284594	0.00861362	0.00722716	0.0060526	0.0301367	0.0307897	0.176297	0.137921	0.212317	0.0575218	0.0351674	0.0495685	0.0468243	0.0267514	0.0420391	0.0615776	0.120386	0.058241	0.149928	0.304353	0.0656641	0.0252816	0.326748	0.0996221	0.0450106	0.079477	0.0672885	0.0240935	0.0383851	0.388527	0.731002	1.08247	1.798	4	4.166238
321000	-696.0973	-719.9468	23.84948	10	2.00441	0.00355028	0.0597243	0.0429691	0.292295	0.0987003	0.244176	0.107249	0.000968027	0.0079124	0.057037	0.0440308	0.00360116	0.00860572	0.0498338	0.00913059	0.0422376	0.00862335	0.0586702	0.0282417	0.036413	0.147641	0.0842536	0.0259028	0.00597075	0.114724	0.0333527	0.0838772	0.09229	0.306467	0.012608	0.130037	0.0209875	0.0215593	0.0226452	0.105325	0.0565159	0.093074	0.110494	0.029316	0.160437	0.275719	0.0757533	0.158273	0.0565285	0.00297255	0.060137	0.133217	0.0615434	0.0148797	0.441134	0.128251	0.293801	0.655482	1.0701	1.98062	5	4.269856
322000	-703.5822	-721.1714	17.58918	10	1.723445	0.00625575	0.00180546	0.0491511	0.293804	5.33334e-05	0.206014	0.026035	0.0898509	0.226483	0.0387621	0.0532939	0.0176816	0.0816964	0.103862	0.0051842	0.0101434	0.0333962	0.200675	0.0565392	0.0271456	0.031732	0.0592213	0.0224866	0.0140845	0.061802	0.0547553	0.0367482	0.507767	0.0410338	0.0532623	0.206372	0.0088061	0.129647	0.055015	0.0465936	0.0423632	0.0108755	0.0342038	0.0489996	0.0414326	0.152288	0.0471012	0.258834	0.168699	0.493993	0.133796	0.0924355	0.117043	0.324902	0.0683078	0.0200029	0.25787	0.621966	1.06123	2.05893	5	4.912436
323000	-710.9793	-730.6661	19.6868	10	1.803285	0.0920037	0.0100618	0.0394724	0.174826	0.0694543	0.079278	0.164654	0.223544	0.0650915	0.164583	0.00789127	0.00123857	0.0679044	0.037273	0.0354382	0.0171537	0.0118004	0.0943975	0.0766749	0.0101704	0.0672763	0.0424609	0.0415744	0.000229616	0.0234198	0.0116061	0.00234845	0.419714	0.0368162	0.133317	0.3317	0.00993259	0.230673	0.0316281	0.0388568	0.537605	0.0932086	0.0836216	0.0773549	0.0730217	0.10538	0.0253825	0.0115344	0.0594412	0.177484	0.0193186	0.0279815	0.214828	0.106363	0.00345121	0.0947733	0.268606	0.63232	1.06419	2.03489	5	4.575214
324000	-716.9257	-723.2787	6.352928	2	2.029196	0.244662	0.0491605	0.105069	0.313334	0.0301731	0.00536181	0.0443127	0.0687227	0.115508	0.0736314	0.000424546	0.0348916	0.0041887	0.0271736	0.0345335	0.000345825	0.0207372	0.000662757	0.0836851	0.0452772	0.0197275	0.176437	0.0201249	0.0101887	0.034288	0.0142338	0.0016033	0.0234889	0.0573416	0.38728	0.257813	0.0334625	0.0545415	0.183948	0.0592308	0.0616724	0.0408225	0.110059	0.0385728	0.0251066	0.345143	0.488496	0.265124	0.200558	0.152234	0.0321765	0.13161	0.0280579	0.171671	0.0174387	0.31757	0.296735	0.658083	1.0707	1.97448	4	5.061876
325000	-704.3655	-726.0567	21.69121	10	2.04329	0.0618701	0.0116771	0.225107	0.16465	0.0236363	0.0570661	0.052702	0.0153211	0.0508918	0.0914887	0.0201461	0.0246878	0.00593084	0.023851	0.00607565	0.0235791	0.0270369	0.0638549	0.0346811	0.0214316	0.0246313	0.0680041	0.0190818	0.0139211	0.00860076	0.0296382	0.0324313	0.507836	0.0524516	0.2152	0.111322	0.05049	0.116921	0.22898	0.149857	0.154219	0.0238113	0.121559	0.00214988	0.506349	0.0191273	0.0148717	0.0309042	0.23203	0.173805	0.157323	0.238958	0.0158064	0.231917	0.0284284	0.119453	0.298388	0.659539	1.07104	1.97104	5	4.705766
326000	-715.9017	-725.5822	9.680494	10	1.597737	0.328355	0.00336549	0.142916	0.32302	0.078563	0.0846432	0.158669	0.261544	0.109463	0.0624871	0.145887	0.0136393	0.000810403	0.00248469	0.00101553	0.0663225	0.0705404	0.119249	0.00276288	0.0151885	0.0875621	0.180421	0.0273737	0.00161042	0.0566405	0.0354832	0.0149961	0.554638	0.0338126	0.0725619	0.134402	0.172084	0.00530594	0.446093	0.0351548	0.0252645	0.0314418	0.195012	0.0294863	0.0997539	0.105782	0.0912826	0.0113655	0.0114709	0.0120646	0.0311384	0.348851	0.0856396	0.0452556	0.0952589	0.211026	0.240034	0.604056	1.05568	2.10023	5	5.279159
327000	-708.5552	-726.4519	17.8967	10	3.466456	0.0711303	0.000143475	0.191993	0.243814	0.160298	0.0393899	0.0207119	0.0163781	0.0805445	0.108732	0.0475333	0.00574694	0.170818	0.0668049	0.0023856	0.0423079	0.0523556	0.0171138	0.110885	0.0284033	0.109396	0.0964245	0.0303862	0.0204949	0.0542346	0.00340095	0.0221177	0.457225	0.0185881	0.38862	0.0432413	0.0481455	0.273172	0.0574968	0.0169031	0.241532	0.00425746	0.0137677	0.0679598	0.0613313	0.0107882	0.17051	0.0179249	0.318869	0.0546692	0.0251702	0.18834	0.115159	0.0585457	0.0272318	0.0525632	0.422412	0.75447	1.08402	1.7391	5	4.545957
328000	-724.2378	-736.0443	11.80646	10	1.610678	0.0115168	0.00687579	0.0985648	0.321014	0.301089	0.260519	0.0578161	0.0927806	0.0403774	0.0862769	0.0410908	0.0114332	0.0327408	0.0221311	0.018799	0.0392866	0.0100646	0.0103463	0.0558464	0.0102625	0.0421128	0.0233113	0.0133604	0.0386235	0.0873543	0.0913225	0.036405	0.303022	0.126284	0.341856	0.352584	0.00453426	0.0751422	0.0403986	0.0771374	0.40235	0.24219	0.145001	0.172902	0.178045	0.107223	0.00124443	0.370533	0.0271344	0.0750769	0.0442669	0.348043	0.0823289	0.0977436	0.208017	0.0420045	0.241925	0.605999	1.05631	2.09577	5	5.726381
329000	-705.7457	-728.0067	22.26094	10	1.801104	0.0570067	0.0645734	0.142992	0.176691	0.180958	0.00871827	0.0206275	0.112881	0.0903708	0.0369399	0.131225	0.0422058	0.0835005	0.0153213	0.0114855	0.00216126	0.0324879	0.0739812	0.16967	0.0177465	0.0152519	0.125135	0.04015	0.00132611	0.0516055	0.0244934	0.095416	0.0368299	0.455739	0.113202	0.12071	0.0667742	0.0350317	0.105049	0.0323457	0.0678788	0.0180097	0.0586117	0.0706289	0.0209427	0.0867862	0.00821052	0.0883703	0.152911	0.0208871	0.190442	0.0385394	0.101941	0.216893	0.199477	0.278209	0.268318	0.632047	1.06411	2.03552	5	4.409344
330000	-700.8421	-722.375	21.5329	10	1.072396	0.101256	0.0237527	0.102181	0.232615	0.0974907	0.181315	0.011117	0.0564126	0.0254725	0.0474908	0.0788066	0.00427837	0.0642306	0.108788	0.0133529	0.0345273	0.00753021	0.0375496	0.0354179	0.0319491	0.0138964	0.0670409	0.0292993	0.0178072	0.0192226	0.000573641	0.0202844	0.280323	0.0638076	0.243409	0.110068	0.310817	0.00105559	0.4283	0.11943	0.179696	0.149189	0.00394942	0.00632242	0.0202815	0.0733536	0.251642	0.148906	0.0931776	0.127891	0.178929	0.0870856	0.071777	0.0213523	0.00999136	0.00578372	0.151168	0.497481	1.01103	2.34032	5	4.450195
331000	-717.2896	-735.393	18.10337	10	3.395821	0.0565257	0.0405794	0.0274451	0.141986	0.158022	0.135561	0.132019	0.430149	0.0090614	0.0117893	0.0215138	0.0486839	0.0204876	0.0951954	0.0127667	0.100966	0.0234488	0.0249048	0.0884075	0.0121391	0.0596132	0.151037	0.0648749	0.0184635	0.051413	0.021007	0.00194556	0.198489	0.0998626	0.0543435	0.123799	0.504459	0.0782556	0.126397	0.0587314	0.233091	0.0062716	0.151653	0.0704543	0.202169	0.0490046	0.00838159	0.0641528	0.00613469	0.128733	0.0850877	0.352168	0.0137981	0.00246992	0.0550921	0.0237707	0.417741	0.751329	1.08388	1.74705	5	4.656773
332000	-725.4136	-728.225	2.811456	10	1.500508	0.0722479	0.0286476	0.0750817	0.494657	0.235666	0.0375818	0.07817	0.146122	0.0683966	0.0602617	0.00204513	0.0178476	0.0874297	0.0616733	0.0248657	0.0102683	0.0607248	0.239879	0.00481057	0.0216569	0.134493	0.169836	0.151835	0.0123642	0.0572135	0.0208418	0.0936196	0.214781	0.0693811	0.0255529	0.307656	0.0805138	0.118477	0.206341	0.115741	0.0456114	0.0321081	0.0694683	0.0341001	0.24759	0.0799854	0.436474	0.184567	0.043438	0.0291784	0.582383	0.216323	0.287434	0.211093	0.385861	0.00958569	0.225401	0.588641	1.05045	2.13551	5	6.50188
333000	-708.4683	-725.5439	17.07563	10	3.695973	0.0373913	0.0900701	0.114833	0.304249	0.0948161	0.0415376	0.0502713	0.0778865	0.131952	0.111763	0.0438295	0.0201297	0.00455954	0.0153872	0.0478368	0.0183828	0.0121714	0.0350328	0.0503554	0.00221502	0.0289141	0.177023	0.0211938	0.0216632	0.0386638	0.0193423	0.0616839	0.00219988	0.00555797	0.00619403	0.0777897	0.13393	0.687892	0.0305837	0.0618025	0.499244	0.0991822	0.0430511	0.0204031	0.129535	0.112794	0.0755616	0.00910562	0.130458	0.0837927	0.0192322	0.0220444	0.100569	0.0691173	0.276628	0.0166459	0.436839	0.763993	1.08431	1.71486	5	4.38647
334000	-697.104	-712.9928	15.88882	10	3.699591	0.0353934	0.112496	0.117941	0.172561	0.17444	0.0435903	0.0155949	0.0339083	0.00977173	0.0377103	0.0095955	0.00477121	0.0202922	0.0380968	0.00513152	0.0505959	0.0069729	0.0722659	0.0626911	0.025606	0.0432221	0.0558137	0.0013741	0.00551152	0.0933548	0.0684655	0.00719452	0.03491	0.00256697	0.0702676	0.101681	0.106263	0.0232249	0.019342	0.387276	0.266081	0.0155939	0.0460914	0.214364	0.120244	0.198438	0.0198563	0.39139	0.00939338	0.0886739	0.24205	0.158459	0.0179293	0.0130057	0.587734	0.126359	0.437057	0.764135	1.08431	1.71449	5	4.585558
