Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
30000	-1604.342	-1646.494	42.15222	2	2.321892	0.144524	0.0127331	0.0805307	0.0460628	0.0413868	0.0363139	0.0138747	0.110543	0.00979407	0.134799	0.0354501	0.0265033	0.138229	0.0190792	0.0861708	0.0374921	0.126665	0.0412424	0.0316209	0.0067892	0.0515106	0.0506755	0.0474777	0.00804828	0.020317	0.0340506	0.00982332	0.00868521	0.1104	0.0547318	0.0270433	0.134682	0.0984902	0.743123	0.132537	0.0063752	0.133393	0.089006	0.12321	0.0856927	0.0276853	0.132268	0.214328	0.411417	0.165802	0.0368353	0.0588016	0.0163072	0.00275825	0.0186442	0.0509701	0.175187	0.0467278	0.00870648	0.0874703	0.0181464	0.169641	0.0617668	0.188301	0.328893	0.685391	1.07629	1.90942	4	5.040843
31000	-1590.144	-1645.384	55.2397	2	2.868282	0.104983	0.0194844	0.023025	0.00938878	0.0848622	0.0450812	0.00210756	0.100818	0.0283218	0.0355987	0.0337275	0.0796744	0.129168	0.0160929	0.0648193	0.10711	0.106302	0.00559452	0.0107259	0.0165161	0.0891515	0.0202197	0.0160995	0.0066423	0.0192061	0.0548959	0.0279807	0.0221368	0.121987	0.0474862	0.0971531	0.0774002	0.0897117	0.539222	0.0612573	0.0530018	0.11997	0.049375	0.128055	0.0298363	0.0458193	0.064192	0.17716	0.346195	0.0907263	0.0386192	0.115384	0.0668471	0.0487699	0.0273074	0.0254834	0.180555	0.0806369	0.00967781	0.132733	0.0102715	0.217588	0.00120308	0.165222	0.378808	0.723964	1.08178	1.81544	4	4.53858
32000	-1553.043	-1636.027	82.98363	10	1.540492	0.114073	0.0561499	0.0185287	0.0370221	0.0617664	0.0119077	0.0112962	0.0702972	0.00103353	0.110896	0.0729953	0.0454618	0.0782747	0.0167766	0.0960288	0.145816	0.210332	0.0246322	0.0231844	0.0327777	0.0420225	0.0856672	0.0161113	0.0161092	0.00504273	0.0164277	0.00237943	0.00305017	0.0348055	0.0721825	0.0975174	0.163335	0.096759	0.571744	0.261763	0.0152924	0.105355	0.116366	0.251657	0.0714076	0.0922156	0.00802469	0.0938121	0.604853	0.054954	0.0445047	0.0967506	0.0803777	0.0155513	0.0677301	0.0243537	0.124366	0.109204	0.00776023	0.0489861	0.0151605	0.1579	0.0613608	0.0450671	0.23151	0.59516	1.05271	2.12062	5	5.037178
33000	-1564.908	-1642.293	77.3858	10	2.064824	0.138122	0.0139001	0.0118566	0.0460285	0.0311134	0.0703377	0.0363751	0.0785913	0.0123148	0.110195	0.0546368	0.012604	0.107673	0.0220495	0.152823	0.16664	0.162242	0.056413	0.0304281	0.0351138	0.0207619	0.0145864	0.0623785	0.00579784	0.0315264	0.0694269	0.00781343	0.0313739	0.149945	0.0636501	0.106489	0.105603	0.0548279	0.628629	0.0550187	0.275977	0.190768	0.161566	0.032503	0.0203763	0.0367041	0.041472	0.125819	0.415654	0.121867	0.0923263	0.00448211	0.0220535	0.078992	0.0175847	0.0754706	0.139362	0.106969	0.0233856	0.116861	0.0135267	0.118311	0.133618	0.109903	0.300892	0.661735	1.07153	1.96584	5	5.232838
34000	-1561.531	-1643.455	81.92352	10	2.122841	0.107303	0.0121975	0.0158721	0.0218526	0.0219432	0.000743109	0.031912	0.0925198	0.00327842	0.0747963	0.00766803	0.109179	0.134377	0.0195448	0.0870128	0.0460416	0.111154	0.106454	0.145719	0.0154613	0.00119984	0.000916186	0.0487814	0.0198324	0.039728	0.00329514	0.0249976	0.0211005	0.0882406	0.0335225	0.0900549	0.0374385	0.160448	0.581221	0.0410347	0.134498	0.134225	0.0709368	0.0473469	0.121152	0.0457886	0.0399127	0.161776	0.277737	0.0897661	0.0351059	0.0477786	0.0447775	0.0386987	0.0215522	0.0694151	0.0538493	0.140202	0.0213671	0.104011	0.00692856	0.0796654	0.191431	0.0746123	0.30751	0.667471	1.07278	1.95224	5	4.409374
35000	-1565.015	-1641.838	76.82318	10	1.50597	0.145761	0.0123971	0.028894	0.0422196	0.00775509	0.0027079	0.0244451	0.0521605	0.0653849	0.0465094	0.0130836	0.0621166	0.10934	0.0351997	0.0420076	0.0762732	0.098369	0.0363498	0.00339833	0.0323794	0.0140827	0.0509477	0.0435906	0.0646424	0.0435931	0.0264119	0.0214522	0.0141405	0.0692508	0.0717155	0.122608	0.302461	0.082877	0.73009	0.0933257	0.159569	0.119564	0.208766	0.0355895	0.413762	0.077266	0.0685285	0.138119	0.377045	0.145715	0.0624817	0.0571169	0.05305	0.00246104	0.0138476	0.0331431	0.111593	0.115662	0.00559149	0.0976396	0.0211526	0.0881235	0.179357	0.0914229	0.226243	0.589547	1.05077	2.13344	5	5.364507
36000	-1544.787	-1630.084	85.29662	10	2.039056	0.129008	0.020319	0.00975135	0.0146399	0.0465664	0.0480665	0.0372339	0.0715218	0.0320626	0.0913725	0.056002	0.0724088	0.107331	0.0140176	0.0560166	0.0382718	0.11586	0.0999788	0.0194499	0.00990753	0.0155269	0.0738593	0.0157566	0.0140758	0.0455604	0.0147314	0.0274726	0.00933877	0.0228174	0.00865041	0.10368	0.177888	0.0940973	0.709459	0.125203	0.230511	0.129663	0.103599	0.0730955	0.23798	0.045918	0.0358539	0.00948897	0.304041	0.181328	0.0394928	0.0692057	0.0570951	0.0310521	0.00248757	0.0140204	0.113214	0.0766725	0.0432804	0.060932	0.014217	0.0539675	0.183072	0.0214356	0.297893	0.659104	1.07094	1.97207	5	4.679525
37000	-1567.13	-1638.26	71.13078	10	1.590295	0.137417	0.031163	0.00414362	0.0571141	0.0280239	0.0267186	0.0134499	0.0659284	0.0451601	0.0691035	0.0438534	0.0391575	0.138329	0.00695672	0.120928	0.0948172	0.0933189	0.00273459	0.00253424	0.0238723	0.0654601	0.025515	0.065841	0.00274536	0.0134786	0.0123645	0.0099201	0.0297293	0.132051	0.0586013	0.0238231	0.276104	0.0561127	0.851412	0.216111	0.12873	0.0675294	0.0863349	0.087071	0.339539	0.0344596	0.0197814	0.0253735	0.133543	0.152953	0.0277628	0.0258958	0.164473	0.0111073	0.0882448	0.0826353	0.153089	0.103861	0.00329393	0.129492	0.0757563	0.0871792	0.173228	0.090565	0.23894	0.602927	1.05531	2.10282	5	5.175892
38000	-1564.03	-1635.713	71.68295	10	1.565753	0.160861	0.0376275	0.0441477	0.0272933	0.0388925	0.0201533	0.00496852	0.0428518	0.0200353	0.0944541	0.0479229	0.0532078	0.132698	0.0109627	0.0929649	0.110942	0.0352636	0.0593995	0.021681	0.00010117	0.0825995	0.00525708	0.0285948	0.00237485	0.0126377	0.0351849	0.0186253	0.0137538	0.0264756	0.0635587	0.0776366	0.475348	0.0630301	0.619018	0.118145	0.0633233	0.0829335	0.117459	0.108456	0.149255	0.0279584	0.0851787	0.201011	0.1085	0.222676	0.0575392	0.036137	0.0531219	0.0882075	0.0252376	0.0107313	0.0743653	0.0964483	0.0314605	0.100898	0.0144157	0.151962	0.148139	0.027905	0.235303	0.599147	1.05406	2.11149	5	4.781986
39000	-1569.133	-1646.386	77.25261	10	1.520265	0.181852	0.0277044	0.0364656	0.0403012	0.0178965	0.0273569	0.0528947	0.117003	0.0101788	0.118447	0.0366481	0.0727357	0.0436417	0.00758044	0.0403377	0.134261	0.107525	0.0137645	0.045974	0.0230572	0.0525845	0.0519676	0.067545	0.0160766	0.0148378	0.054091	0.00765063	0.0164088	0.0291636	0.0626916	0.0164033	0.338374	0.257957	0.616861	0.117002	0.163256	0.0486479	0.0712228	0.0652344	0.00116585	0.0947823	0.00012317	0.222672	0.16828	0.0241349	0.0729122	0.0154249	0.0578052	0.00417103	0.198308	0.0825055	0.068986	0.110163	0.0111184	0.158775	0.00666986	0.179429	0.0219773	0.117649	0.228436	0.591895	1.05159	2.12808	5	4.840655
40000	-1545.282	-1638.235	92.95278	10	1.87405	0.161824	0.00621116	0.0286291	0.0468237	0.0486378	0.0172815	0.030851	0.0328535	0.0494579	0.0293916	0.0502016	0.0775954	0.0665988	0.0197171	0.0227837	0.0623494	0.0273646	0.082307	0.0265243	3.92555e-06	0.0404543	0.0320263	0.0339807	0.0555897	0.00986474	0.0448984	0.00335005	0.00263469	0.0171812	0.0203327	0.0468202	0.308655	0.0138639	0.334053	0.102503	0.230337	0.0474834	0.156832	0.0171453	0.0994631	0.0528307	0.0416848	0.0735203	0.0876946	0.204844	0.0213963	0.0488426	0.0674197	0.0335891	0.136118	0.0933653	0.0410287	0.0929872	0.0101672	0.0701692	0.00173724	0.0508691	0.0416777	0.132568	0.277762	0.640915	1.06649	2.01483	5	3.807386
41000	-1573.048	-1651.166	78.11738	10	1.689031	0.0974493	0.0765946	0.0180027	0.0172774	0.00145918	0.0124108	0.0234667	0.0517649	0.0288552	0.0744045	0.128828	0.0636426	0.0554759	0.0408635	0.0857653	0.0660012	0.151407	0.0765798	0.0657142	0.000558204	0.0197768	0.0143753	0.0927573	0.039719	0.0281422	0.00397391	0.0103077	0.0191439	0.201108	0.0784884	0.138869	0.38816	0.107618	0.575071	0.143851	0.332275	0.0660688	0.247833	0.0312997	0.0544851	0.0721971	0.0231256	0.149185	0.0541985	0.0631156	0.026946	0.0802852	0.0381323	0.0620741	0.152859	0.00421002	0.0837299	0.130246	0.00603605	0.162875	0.0304295	0.0419695	0.0483629	0.0884732	0.253103	0.617269	1.05983	2.0698	5	5.048295
42000	-1546.29	-1635.737	89.44662	10	0.8707169	0.0805368	0.0165888	0.0460726	0.0128089	0.0707254	0.010277	0.0028535	0.0585889	0.00271356	0.109093	0.025913	0.0554493	0.0924355	0.0331217	0.0228686	0.0403345	0.0388068	0.0789286	0.0117545	0.0217777	0.0457488	0.0602506	0.00329081	0.00993787	0.0108461	0.0321154	0.00249151	0.0258564	0.0926009	0.106224	0.0697769	0.276766	0.224065	0.700762	0.0209673	0.107891	0.164385	0.231002	0.0238433	0.0286087	0.016093	0.00518587	0.0937893	0.119947	0.165785	0.0733215	0.0477102	0.0203735	0.0246969	0.205735	0.0639288	0.0551744	0.0885771	0.00412382	0.0242827	0.00350678	0.0108489	0.0450877	0.215135	0.110494	0.43412	0.974776	2.48061	5	4.352381
43000	-1557.852	-1637.966	80.11396	10	2.455479	0.110306	0.0191672	0.011918	0.0291372	0.0256043	0.0258817	0.028693	0.163857	0.0240675	0.0570552	0.0811457	0.0466495	0.110778	0.0205533	0.0931802	0.0770905	0.100223	0.0721322	0.0335643	0.00276375	0.00800517	0.0386253	0.0409151	0.0372092	0.0073702	0.0562423	0.00864897	0.00773313	0.09864	0.0926066	0.109886	0.184964	0.14842	0.716248	0.0631423	0.0592602	0.112672	0.0277709	0.108081	0.136683	0.0701722	0.00577137	0.238384	0.125352	0.11864	0.0225956	0.0454611	0.0346551	0.0160162	0.142047	0.041477	0.0151038	0.159173	0.00252639	0.0933544	0.0138745	0.118941	0.0211964	0.154522	0.342195	0.696094	1.0781	1.88361	5	4.636155
44000	-1565.234	-1639.175	73.94141	10	1.59737	0.162	0.00608478	0.0250179	0.0106644	0.04666	0.0652106	0.0369278	0.112577	0.00672311	0.0789953	0.0488611	0.0527163	0.115692	0.00790424	0.0446058	0.114534	0.0872839	0.177381	0.00863347	0.0740871	0.020882	0.066193	0.0429163	0.00272416	0.0345452	0.0379595	0.00835462	0.00711365	0.10746	0.0438332	0.137691	0.49195	0.409168	0.535891	0.0268701	0.133809	0.030512	0.189436	0.0478053	0.0353997	0.0500757	0.0652308	0.00462732	0.119984	0.0634185	0.0681921	0.00209173	0.073795	0.0563571	0.231367	0.034862	0.154664	0.0696949	0.00168589	0.032049	0.0339874	0.167388	0.0151676	0.169629	0.23998	0.604	1.05566	2.10036	5	5.107342
45000	-1559.965	-1639.131	79.16611	10	1.443638	0.118	0.0889448	0.121559	0.0120436	0.0120611	0.0488855	0.00316121	0.0823307	0.0169049	0.0863681	0.0411221	0.087591	0.072054	0.0391868	0.0620736	0.0490454	0.0179279	0.112876	0.09619	0.00325162	0.0124634	0.0363684	0.0279715	0.0143329	0.0285519	0.0166977	0.0148732	0.000550008	0.0826257	0.0491262	0.0483924	0.318507	0.290009	0.632575	0.0971364	0.0608446	0.208298	0.133306	0.0720032	0.169993	0.0857392	0.041541	0.0562628	0.156445	0.081075	0.0670422	0.000513134	0.0245662	0.00767078	0.142746	0.0702762	0.00797847	0.0966926	0.00586868	0.0568225	0.014989	0.0800289	0.0488581	0.0511785	0.216483	0.578898	1.04693	2.15769	5	4.582497
46000	-1556.299	-1637.714	81.41499	10	2.177068	0.118215	0.00988452	0.0489374	0.00599561	0.013537	0.0392015	0.0222054	0.0217352	0.00798422	0.103977	0.0387246	0.0559164	0.131411	0.0543256	0.0540824	0.0673053	0.14968	0.111167	0.0179348	0.053996	0.118346	0.0261634	0.0141454	0.0145557	0.0134565	0.0133444	0.0321228	0.0407571	0.0278627	0.061561	0.116751	0.368864	0.249744	0.696205	0.151139	0.145192	0.177327	0.087374	0.0387249	0.103353	0.0392932	0.0386719	0.0386251	0.0740642	0.132341	0.101379	0.132162	0.0323403	0.0266636	0.116904	0.0240284	0.0310404	0.0772713	0.00132315	0.0643786	0.000377191	0.0742357	0.0654781	0.159958	0.313533	0.672612	1.07385	1.94001	5	4.853739
47000	-1543.701	-1638.455	94.75419	10	1.153862	0.11009	0.0305941	0.00491242	0.0328446	0.00804133	0.0368412	0.0333516	0.0688746	0.0119999	0.0748708	0.0648374	0.0499529	0.0828063	0.0107593	0.176379	0.0733576	0.0835656	0.0932848	0.0370973	0.00124704	0.0167989	0.0717766	0.00426024	0.0334698	0.0193423	0.0432463	0.013086	0.00156011	0.0529931	0.0718898	0.0891921	0.260409	0.318012	0.530444	0.191422	0.262824	0.213101	0.0336355	0.0591209	0.0513961	0.020725	0.0592285	0.0808824	0.0386447	0.183847	0.0264594	0.0284983	0.0384984	0.00613739	0.195837	0.0170603	0.00302029	0.0755019	0.0152438	0.11116	0.0280834	0.0433207	0.0673385	0.013529	0.166592	0.518572	1.02146	2.29338	5	4.476704
48000	-1561.454	-1640.971	79.51746	10	1.347659	0.117417	0.0328333	0.0570785	0.0499385	0.118656	0.0122992	0.0165827	0.0842509	0.0146678	0.123917	0.0227857	0.0745934	0.119015	0.0421679	0.0701784	0.0700018	0.189111	0.0608212	0.00479413	0.0587142	0.024223	0.0183349	0.0537478	0.0129709	0.0117352	0.0290805	0.00791641	0.0162061	0.122196	0.091357	0.0521096	0.243366	0.200618	0.582717	0.299875	0.065253	0.175017	0.110096	0.0341819	0.0372002	0.0812541	0.0141609	0.0176004	0.0967034	0.0578176	0.0588834	0.00371022	0.0505565	0.0284571	0.17766	0.0512755	0.10865	0.0274284	0.00699669	0.0479848	0.0108223	0.113993	0.0619104	0.0992968	0.200801	0.561066	1.04006	2.19807	5	4.643185
49000	-1551.341	-1640.32	88.97892	10	0.9376167	0.0843648	0.0589201	0.0123559	0.0445348	0.0236205	0.0183799	0.0141072	0.112683	0.0144609	0.0395372	0.0238058	0.0836338	0.0982233	0.0170692	0.0353903	0.0611452	0.10829	0.102925	0.0128027	0.0284073	0.0236264	0.00186759	0.0126197	0.00704184	0.0167287	0.0573702	0.0054387	0.0110945	0.140973	0.100426	0.0546336	0.164772	0.330433	0.64436	0.115542	0.129717	0.12491	0.010221	0.0186452	0.117911	0.027555	0.0290952	0.0197902	0.0720538	0.117902	0.0434766	0.00583805	0.0843986	0.0875937	0.28622	0.0130729	0.246582	0.10884	0.0156379	0.0770522	0.013246	0.206857	0.0405523	0.0258918	0.124345	0.457163	0.988842	2.42965	5	4.604643
50000	-1547.06	-1634.761	87.70103	10	1.870142	0.124615	0.0259283	0.0289661	0.0223721	0.0301927	0.0324784	0.0209743	0.0351327	0.0155213	0.0296089	0.0611013	0.0919067	0.0841	0.00990574	0.0990996	0.0317025	0.11304	0.125437	0.0323976	0.00496987	0.0516819	0.00280116	0.0526876	0.0022199	0.0284389	0.0274882	0.00929633	0.00107743	0.0671586	0.0556818	0.0949226	0.170716	0.450743	0.575725	0.0784468	0.0299149	0.076953	0.217192	0.0272643	0.122915	0.0444152	0.0223224	0.132936	0.0463129	0.132352	0.00117562	0.0554681	0.0680058	0.025584	0.204126	0.0605773	0.0478945	0.075811	0.00203707	0.225046	0.0148952	0.0543328	0.0188493	0.173742	0.277265	0.640454	1.06637	2.01591	5	4.568658
51000	-1564.589	-1640.351	75.76236	10	1.104133	0.112935	0.0486216	0.0290059	0.0300896	0.0745356	0.0215933	0.00412405	0.141402	0.00742538	0.0755605	0.0195063	0.0498715	0.203062	0.0194057	0.0662489	0.0684282	0.0586217	0.0855355	0.0494107	0.252142	0.087589	0.0237608	0.0566043	0.00327822	0.00700124	0.0483826	0.00890746	0.01261	0.0521265	0.0529855	0.11667	0.149997	0.328374	0.735392	0.0089601	0.233517	0.218344	0.130944	0.0215862	0.0596942	0.00865017	0.0452988	0.048864	0.0776143	0.149548	0.0243396	0.0443275	0.0444769	0.0121451	0.193765	0.114971	0.101919	0.0892503	0.00935315	0.041074	0.0113133	0.110921	0.0209449	0.152949	0.15725	0.50596	1.01532	2.32147	5	5.075974
52000	-1550.885	-1630.352	79.46674	10	1.996075	0.101307	0.0668313	0.0251153	0.062904	0.0152992	0.0504724	0.0308552	0.0999107	0.0143491	0.0824983	0.0246273	0.0512268	0.138686	0.0121109	0.118181	0.111619	0.0850573	0.012559	0.0262562	0.0136323	0.0633909	0.0109993	0.0288541	0.019752	0.032831	0.0236632	0.00455414	0.00974699	0.0408472	0.0237645	0.0657399	0.0628173	0.284061	0.87304	0.115316	0.029894	0.103139	0.0951899	0.0651994	0.162892	0.0360595	0.0641125	0.170814	0.149658	0.0682066	0.0143655	0.0885114	0.052567	0.0409585	0.189809	0.0549291	0.133159	0.0739102	0.0121038	0.14171	0.0172572	0.123126	0.0435831	0.0915669	0.292806	0.654596	1.06989	1.98271	5	4.825598
53000	-1545.63	-1636.053	90.4225	10	1.735864	0.134725	0.018227	0.0200769	0.0178903	0.0159327	0.00514687	0.022296	0.0638647	0.00753589	0.040723	0.0489228	0.0774318	0.0891428	0.0237918	0.039053	0.0730797	0.0765007	0.0711275	0.00282401	0.0395302	0.0420851	0.0110193	0.0131826	0.024195	0.0392704	0.0367252	0.0179995	0.0164142	0.0542919	0.00211297	0.103584	0.0901908	0.258556	0.556681	0.0534099	0.222874	0.029485	0.202154	0.0109784	0.0746877	0.0172577	0.0393868	0.107633	0.0810445	0.120669	0.0845244	0.018127	0.0328753	0.096046	0.175229	0.0450963	0.165896	0.0949827	0.026184	0.0187008	0.0110283	0.0934707	0.0270704	0.0411403	0.259569	0.623625	1.06172	2.05509	5	4.044083
54000	-1561.415	-1649.1	87.68521	10	1.076093	0.166239	0.0279921	0.0384739	0.0327689	0.0295104	0.0575404	0.0571372	0.111203	0.0199705	0.0362165	0.0346761	0.0702652	0.0720796	0.0105527	0.0892025	0.0261645	0.0450601	0.146026	0.0279555	0.030679	0.00384037	0.0950737	0.0149212	0.00441895	0.015387	0.0266244	0.010537	0.0150726	0.0667283	0.0240197	0.0298263	0.187271	0.290261	0.648612	0.0525046	0.119802	0.13314	0.0604144	0.0940089	0.0736779	0.0521839	0.0422045	0.226483	0.123399	0.118033	0.0812483	0.0319367	0.0205392	0.0132832	0.141903	0.0129239	0.313956	0.113256	0.017882	0.238001	0.00894416	0.0777412	0.0109033	0.0236687	0.151882	0.498486	1.01155	2.33809	5	4.764345
55000	-1546.488	-1630.773	84.28522	10	1.796267	0.130728	0.0357248	0.0146005	0.0624045	0.0866452	0.000361608	0.0112811	0.0733598	0.0186543	0.0681626	0.0686059	0.0760552	0.123969	0.030522	0.0740993	0.0598969	0.122216	0.0497792	0.0122195	0.018418	0.0708893	0.0731174	0.00676711	0.0120068	0.00200018	0.0416249	0.00829679	0.00936698	0.0897362	0.085974	0.0866096	0.0305556	0.361948	0.636215	0.178258	0.0454325	0.103086	0.130888	0.0616543	0.0894879	0.04287	0.0421234	0.0753059	0.194636	0.0905907	0.0515731	0.00524848	0.0728658	0.0449486	0.050279	0.141836	0.237125	0.121374	0.034079	0.0653891	0.0205426	0.0634603	0.0316119	0.213167	0.26768	0.631439	1.06394	2.03694	5	4.860642
56000	-1576.087	-1656.243	80.15653	10	1.937296	0.0920742	0.0234759	0.0247088	0.0794328	0.0535152	0.0339446	0.0194457	0.0542385	0.001806	0.0828327	0.0173866	0.0536185	0.045034	0.0816922	0.123645	0.144828	0.143477	0.0457351	0.0754769	0.051637	0.018377	0.0500071	0.0143238	0.0644124	0.0011359	0.087342	0.00473224	0.0240179	0.0427788	0.016651	0.133503	0.0818552	0.309077	0.574859	0.15598	0.144617	0.0159511	0.138398	0.0581017	0.0185171	0.0272698	0.00949297	0.0129908	0.0831183	0.0773945	0.061245	0.0540344	0.0471048	0.105453	0.0405641	0.181401	0.132956	0.0699069	0.00865602	0.182116	0.00643007	0.0229636	0.0118459	0.0962204	0.285673	0.648176	1.06834	1.99781	5	4.433805
57000	-1559.191	-1641.024	81.83314	10	1.470651	0.0815272	0.0278539	0.0297707	0.0806963	0.0182483	0.0288381	0.0161073	0.0854012	0.000690531	0.0615939	0.0143603	0.0609943	0.057371	0.015485	0.00624001	0.146152	0.064149	0.0822785	0.0164998	0.0134124	0.00481401	0.0147975	0.0354285	0.0834026	0.0228241	0.0711715	0.0114057	0.0264185	0.0284658	0.0343709	0.0752489	0.178297	0.295169	0.899041	0.0266794	0.0333586	0.173649	0.0763394	0.0735829	0.253523	0.000979605	0.0556409	0.0881273	0.122541	0.0917636	0.0703422	0.0156659	0.0471766	0.0875307	0.0256628	0.15049	0.239997	0.12331	0.0162223	0.100245	0.00802807	0.138197	0.0664601	0.168468	0.220753	0.583597	1.04865	2.147	5	4.942505
58000	-1553.957	-1643.429	89.47205	10	1.206024	0.0872167	0.0422505	0.0212307	0.0947564	0.014821	0.0285464	0.0127639	0.0692726	0.0125918	0.0687267	0.0437864	0.075284	0.0280868	0.00636993	0.0142942	0.0307606	0.0497849	0.0447317	0.00302506	0.0119902	0.0496924	0.0413103	0.0385879	0.0232525	0.0208277	0.0167192	2.90501e-05	0.0203429	0.0863032	0.0641343	0.0574737	0.0909989	0.373718	0.638291	0.104732	0.0360858	0.0728973	0.161705	0.0303798	0.072191	0.0571758	0.0728038	0.104669	0.0156047	0.0770514	0.0543044	0.0780115	0.0678729	0.0259217	0.0115092	0.145994	0.290921	0.152859	0.0406018	0.00664632	0.0158241	0.213123	0.0646626	0.0208627	0.176143	0.530986	1.02722	2.26565	5	4.276381
59000	-1563.223	-1642.894	79.67048	10	1.534923	0.153519	0.0277647	0.0235735	0.0180593	0.0376064	0.0232627	0.0148867	0.136579	0.00924066	0.0827063	0.0162816	0.0977927	0.067534	0.0150352	0.046338	0.0670002	0.0544574	0.112639	0.0568071	0.0465155	0.0161868	0.0291967	0.0406947	0.0241539	0.0292126	0.0517152	0.0108275	0.0115939	0.104739	0.0458689	0.144347	0.0286094	0.474975	0.73062	0.215867	0.112801	0.148045	0.224582	0.109024	0.081823	0.0808033	0.04721	0.0242804	0.0462279	0.144824	0.111407	0.0335856	0.069137	0.00400255	0.0326248	0.274025	0.220889	0.137435	0.00493968	0.11779	0.000112233	0.0437	0.0950733	0.158234	0.230667	0.594268	1.05241	2.12266	5	5.388784
60000	-1564.434	-1642.747	78.31284	10	1.797673	0.14925	0.00762667	0.0203332	0.108794	0.017377	0.049861	0.0297682	0.0865176	0.0542026	0.0787836	0.0218424	0.0769285	0.0910764	0.0383786	0.0889935	0.0928057	0.0774872	0.0285489	0.07703	0.11662	0.0626854	0.0220615	0.0101765	0.0109302	0.0221709	0.058462	0.0186926	0.0273963	0.0793517	0.0423014	0.173662	0.0846733	0.102807	0.941938	0.0308582	0.226908	0.154192	0.154521	0.0258416	0.0719132	0.0446945	0.0982617	0.320969	0.00413123	0.11293	0.101727	0.0241494	0.0129741	0.0256768	0.0067967	0.198902	0.366601	0.0330275	0.00991978	0.20861	0.0494474	0.0618761	0.0221834	0.138366	0.267866	0.631616	1.06399	2.03653	5	5.475011
61000	-1562.767	-1639.347	76.58077	10	1.990342	0.111163	0.0148974	0.0066293	0.0575283	0.0458607	0.0271114	0.00478983	0.113355	0.0241354	0.0368507	0.0772997	0.047055	0.051799	0.00433638	0.0678941	0.0780695	0.0938253	0.154751	0.0497375	0.0811748	0.0646354	0.025283	0.0281935	0.00264444	0.0114405	0.049542	0.0187086	0.017116	0.0601773	0.0938447	0.0575339	0.0643965	0.231048	0.821367	0.117695	0.144335	0.0910197	0.118555	0.134747	0.156994	0.005005	0.0472355	0.0171195	0.103564	0.0590221	0.0512065	0.0520052	0.0274916	0.0202219	0.0133218	0.0693392	0.231855	0.235995	0.0265548	0.0213761	0.0172361	0.0650477	0.0612356	0.199638	0.292119	0.653983	1.06975	1.98415	5	4.78201
62000	-1564.599	-1647.658	83.05815	10	1.264091	0.168752	0.0375221	0.0328514	0.092933	0.0344613	0.0239193	0.090609	0.0697017	0.0257245	0.0480607	0.0671151	0.0949377	0.0915116	0.0137349	0.0441475	0.0207647	0.0999655	0.0419127	0.081899	0.0216221	0.0414612	0.0228606	0.0414576	0.00575194	0.0286876	0.0931463	0.00300911	0.0159497	0.00344573	0.0521714	0.0716161	0.07132	0.316072	0.585894	0.0146266	0.0765956	0.0965144	0.0968792	0.103417	0.0736875	0.0459294	0.0230059	0.112372	0.0861142	0.0626937	0.00600639	0.0613789	0.0452309	0.0706484	0.00142209	0.00644243	0.244109	0.0971623	0.00207042	0.110049	0.0122948	0.124986	0.0205039	0.125818	0.186476	0.543918	1.03294	2.23667	5	4.274947
63000	-1573.674	-1649.974	76.2995	10	1.092489	0.180449	0.048662	0.0178294	0.04603	0.00347743	0.0207725	0.0199269	0.115618	0.0231964	0.0880716	0.00971839	0.0418695	0.124018	0.0197463	0.0101064	0.091275	0.113668	0.0599983	0.0429608	0.0538062	0.0585692	0.0802128	0.121577	0.00594295	0.028192	0.0484535	0.0250175	0.0162812	0.0877374	0.0560395	0.0989497	0.0625258	0.270627	1.00682	0.19311	0.0138705	0.0924483	0.00382009	0.129132	0.144106	0.0108976	0.155483	0.119521	0.0855336	0.120255	0.06604	0.0106552	0.0470663	0.171951	0.00974573	0.0125106	0.325791	0.203791	0.00144821	0.220856	0.0059135	0.0941178	0.0362312	0.0672899	0.15503	0.502889	1.01378	2.3283	5	5.439731
